data_link, bandwidth_capacity
"(1, 2)",2.963979004724619
"(3, 2)",2.963979004724619
"(8, 2)",2.963979004724619
"(4, 10)",2.963979004724619
"(7, 1)",2.963979004724619
"(3, 0)",2.963979004724619
"(2, 8)",2.963979004724619
"(9, 3)",2.963979004724619
"(6, 0)",2.963979004724619
"(2, 1)",2.963979004724619
"(3, 9)",2.963979004724619
"(0, 5)",2.963979004724619
"(1, 4)",2.963979004724619
"(5, 4)",2.963979004724619
"(3, 4)",2.963979004724619
"(2, 5)",2.963979004724619
"(1, 0)",2.963979004724619
"(10, 4)",2.963979004724619
"(0, 1)",2.963979004724619
"(0, 3)",2.963979004724619
"(11, 5)",2.963979004724619
"(4, 1)",2.963979004724619
"(4, 3)",2.963979004724619
"(5, 11)",2.963979004724619
"(0, 6)",2.963979004724619
"(5, 0)",2.963979004724619
"(1, 7)",2.963979004724619
"(4, 5)",2.963979004724619
"(2, 3)",2.963979004724619
"(5, 2)",2.963979004724619
