task_Number,endpoints_location,bandwidth_demand
0,"[6, 10, 11, 7]","[0.6039695564313641, 0.23618858459486025, 2.6713855990091204, 0.7442712020361002]"
1,"[10, 6]","[1.059549639433328, 0.019256044137386463]"
2,"[10, 7, 6, 9]","[0.6251177400305482, 1.6303016550168, 2.435163025047872, 0.882794911165378]"
3,"[9, 11, 6, 10]","[1.6125189338680657, 0.8495173324668421, 1.5947251497693173, 0.45503806172136774]"
4,"[6, 10, 9, 11]","[0.7517187553893214, 2.2378570488945764, 0.9351240920689721, 2.2107013465592757]"
5,"[10, 6]","[1.7408647476817931, 1.234123198502402]"
6,"[7, 10, 6, 8]","[1.0222447385405604, 0.570931406444008, 0.3518947071076399, 2.7475772393486446]"
7,"[10, 9, 6, 11]","[0.43931709589076107, 0.5790328463883514, 0.7243604363992817, 0.3285818173596009]"
8,[6],[2.1609026235756263]
9,"[10, 7, 8, 11]","[0.6038502879347072, 0.5622298692395864, 0.36773127936079086, 0.622358041682294]"
10,"[7, 10]","[2.04798685986804, 0.8593355875323856]"
11,"[6, 10, 8, 9]","[1.099502386489796, 2.2890169948173185, 1.6739338207934993, 0.41501332630287957]"
12,"[11, 7, 6]","[0.1699654228491949, 1.1807324187815442, 1.4500581979608185]"
13,"[10, 11]","[1.272309701461012, 1.0386515293207244]"
14,"[11, 7]","[0.06461913808835884, 0.8287050293041017]"
15,"[8, 6]","[2.6569587543584916, 2.7257455043500083]"
16,"[10, 6]","[1.8107682857875183, 0.5563561694529565]"
17,"[10, 6]","[2.168595971287621, 0.8156572440278625]"
18,"[10, 7, 9, 8]","[0.7805054954889992, 0.7727473502436992, 1.0227779674191861, 1.6828289386721993]"
19,"[10, 9, 8, 7]","[1.6865580275139052, 1.3747681638529827, 1.5545333729888253, 1.3287926026018388]"
20,"[10, 9, 8]","[1.639288115684101, 2.4915648398711694, 0.3412755412333892]"
21,"[8, 7, 10, 11]","[0.43547316968157845, 1.0297629753400188, 0.05703699928015438, 1.4911378362662702]"
22,"[7, 6, 8]","[0.7800736307335798, 1.6582059639895899, 1.4788204455831977]"
23,"[10, 9, 8]","[2.6566958181271465, 2.0797990536947606, 0.4104053502430435]"
24,"[11, 9]","[0.4122456160502068, 0.7770498435544987]"
25,"[8, 10, 6, 9]","[2.2820926250177225, 0.04880954191226938, 0.5797336781926387, 2.026371330812766]"
26,"[10, 9, 7, 11]","[2.121382018073781, 1.4881342425865716, 0.5755325009150087, 1.0231672541736387]"
27,"[7, 9, 10, 6]","[1.5060465286175668, 1.8805945478797976, 0.9444752854571525, 2.9662482618587154]"
28,"[11, 6, 8]","[1.8693458266198482, 0.6857746287079949, 1.714998940515754]"
29,"[8, 11, 9, 10]","[0.31299075660972997, 1.3225177566587925, 1.390726803289062, 0.9007907697071956]"
30,[9],[1.88138042514308]
31,[6],[1.0738318575749417]
32,"[6, 8]","[2.066874707522337, 0.8534661491299018]"
33,"[9, 6, 10, 8]","[1.121998623233797, 2.779026231224436, 0.9831704546949375, 2.170461525344169]"
34,"[11, 8]","[0.9480409969578818, 2.674287991804336]"
35,"[11, 10]","[0.6683427568772666, 1.9706346538467403]"
36,[11],[2.0795458454539224]
37,"[9, 8, 11, 10]","[0.9153151538852158, 0.69769850500141, 0.1572853572770022, 1.944837417814677]"
38,"[8, 6, 9]","[2.393825318352659, 0.8547100336373485, 1.2628205564116577]"
39,"[8, 7, 6]","[0.7896481323609311, 0.8265713741974062, 0.9372164269932939]"
