task_Number,endpoints_location,bandwidth_demand
0,[8],[1.203424603233156]
1,"[9, 8, 6]","[0.9659442011810501, 1.5816024020812938, 2.4370535041115673]"
2,"[11, 10, 8, 9]","[1.234206080115948, 0.7997340145250714, 0.3426327277926763, 1.0464761986871445]"
3,"[8, 10, 6]","[0.9064275767489092, 1.2400290173683575, 2.2033705432367237]"
4,"[8, 6, 10, 9]","[0.7974577045259112, 1.0579473365103034, 0.046329383112818756, 2.04807976468949]"
5,[11],[1.0231267243778615]
6,"[9, 8]","[0.4825951792002443, 2.225114472298128]"
7,[11],[1.2535563109736236]
8,"[6, 8, 9]","[1.153670424431099, 1.6731338942302671, 1.0213405915911473]"
9,"[6, 11]","[1.7952808222238725, 1.7487120108068377]"
10,"[7, 8, 6, 9]","[0.5354582675280561, 0.18512683676534958, 0.129810416167506, 2.3392370294418106]"
11,[8],[0.9597101242044317]
12,"[7, 10, 6, 11]","[2.0871710389460905, 0.9398909828125636, 1.1143258858854146, 3.241462312848664]"
13,"[8, 6]","[2.7003246353992236, 0.7720456591750839]"
14,"[8, 7]","[2.022882038957302, 2.305128410269555]"
15,[10],[0.054205628405898376]
16,"[6, 7, 9, 10]","[1.2158557163766721, 0.019468408472266274, 1.8626341953136432, 1.7062812568248442]"
17,"[8, 9, 10]","[1.0301139150372798, 1.5804794069243218, 1.80938902914576]"
18,[6],[2.0064124870237503]
19,"[8, 10]","[0.5140253376654716, 1.7661950984263772]"
20,[9],[0.7010203148622003]
21,"[10, 11, 6]","[0.7497656826861385, 2.4501459876229097, 0.10694332629434411]"
22,[6],[0.03158086367599133]
23,"[11, 8, 9, 6]","[0.48061616673656204, 1.135086275865109, 1.1437753797405217, 2.7044571244656384]"
24,"[6, 9, 10]","[1.9166596993389666, 0.5764726207730086, 0.3235128150423817]"
25,"[7, 9, 10]","[2.8581985642687906, 1.1395517215804516, 1.4317618700661812]"
26,"[11, 6, 8, 9]","[1.0440210616239471, 0.9806190511278357, 2.1507458291922843, 1.2517883005209414]"
27,"[11, 7, 10]","[0.7893283408290572, 0.5178761167869534, 0.6262666803709634]"
28,"[10, 7, 6, 8]","[0.8480368277355627, 2.976702346977314, 3.0501597559550975, 1.063154137249577]"
29,[6],[0.34095937069467364]
30,"[6, 11, 7]","[1.0800516475011248, 0.3947334008536174, 1.645606034398643]"
31,[6],[1.6279536986739376]
32,[7],[0.8941944127244954]
33,[11],[0.45956843064423214]
34,"[9, 10]","[1.8186654728409084, 0.1480132655743993]"
35,"[10, 6]","[0.9362039038472525, 1.3476373112328135]"
36,[11],[1.6676499893853025]
37,"[9, 10]","[0.42983052632747676, 1.4403212049257959]"
38,[7],[0.8684276371095445]
39,"[10, 8, 9, 11]","[2.603033188945057, 1.5469311056205726, 1.227934820077893, 2.075004018537329]"
