,CPU,RAM,disk
0,1.9699937581696245,0.17664879548527734,0.10359271757414168
1,1.9846215392068332,0.7771529348239461,1.5520225740334603
2,0.8852138693379296,0.09853595804567239,0.19346223289042863
3,1.6750311804827327,0.854219020905923,0.7362860143875409
4,0.7741432199901612,1.426662715152296,1.0977905444686846
5,1.0157550771803183,0.5373104685750573,2.2107852819832186
6,2.188083377354074,1.9522635751342132,1.3901067656598076
7,1.9894897032937084,1.1041536520922703,0.6575719639347215
8,2.0276557798094768,3.1694534585800165,1.3838916814277855
9,0.2393757807384309,0.267653852554138,1.249746827248182
10,0.07401294586097007,1.403892601584224,0.974251439703935
11,1.3768572277415703,0.3049741510280316,0.9674738361809532
12,1.3417452726725685,0.8871202115764658,1.0059440860681839
13,0.9786425307903123,1.3574815850667488,1.1048768606798534
14,2.1050264678793376,0.26795064318513917,0.5199096662224894
15,0.7637181370404963,1.8170039666853566,0.5209370333682197
16,1.423270359024147,1.065562659604366,1.440904804556085
17,0.6954653973861592,1.2894151890249996,2.0683057364813795
18,1.2545108686104849,1.0101836727417595,0.27822088579844506
19,1.0050394912571694,1.0945695943388645,0.6428055017783627
20,0.4998345376874398,0.5230209439180293,1.0895852129769552
21,0.3648107221583968,3.0577933912855775,1.6533819742108113
22,1.7774376864247108,0.9940207331396039,1.5185875667510018
23,0.7025399865576738,1.3073076689205667,2.1617341808317243
24,1.4564106667262247,1.465607848974731,1.5736492144757712
25,2.0860173998051463,1.5020431661277671,1.6786826706350706
26,2.1370793991978827,0.5390814042376579,1.7209770638501376
27,0.027175538175223224,0.6816862960049377,2.790075554941275
28,0.5167644114799712,1.7162922806278376,0.8747891668725742
29,0.9490901876283595,0.2363305522096104,0.806755952598716
30,1.1936891091790205,0.8704209730966388,0.7936940097316201
31,0.9297052361564501,0.21707441247239767,1.2279605805916507
32,1.908739558540007,0.21313849994560297,2.2440979045867815
33,0.6530411106806506,2.199697164618869,0.44723132531686816
34,2.2563461644307647,2.261230472452416,2.276133202503598
35,1.6126977404382623,1.2033455389038048,1.334090733495703
36,1.803801717574897,0.7049190586330015,0.4167857822802834
37,0.786819870776834,1.9318656293143217,1.061840243938886
38,0.6330776389905596,2.1638117433195787,0.058513942701293176
39,1.1939038749499415,1.9899996210284885,0.6736801112327835
