,valuation coefficient
0,19.275063576964577
1,29.7101564155261
2,16.094165265147694
3,13.820943050359059
4,23.20672508875097
5,17.485216066540236
6,9.374122236404403
7,29.05546974437078
8,180.7327087527786
9,187.47296127873167
10,18.45005849072401
11,26.98345056830423
12,27.784049683928867
13,15.7405101554135
14,10.63741179143608
15,9.2156257778914
16,10.783285882725949
17,14.431479626670459
18,17.67622068664524
19,10.862901400317133
20,23.917661570503558
21,180.30326991356426
22,14.997375194626414
23,10.221703093055767
24,8.064238022238202
25,27.256239001251302
26,21.961048394022107
27,17.064921465138315
28,11.78952379197948
29,22.061573500057424
30,16.597956753833756
31,27.53129280149107
32,28.298723015507207
33,13.453331352835953
34,13.008398349870017
35,193.29206757257467
36,10.801035060287246
37,24.281492757435405
38,26.279915218921275
39,8.575933051822052
