,valuation coefficient
0,29.528394900179165
1,10.260047938655104
2,24.951560632840295
3,21.958839924443947
4,11.50072595318586
5,8.262573679757924
6,21.094018324006413
7,9.868381712060458
8,27.58489983357359
9,192.34139698725312
10,17.4788285129612
11,17.646341950503682
12,197.7762546542203
13,18.542085571127913
14,10.214439922001965
15,23.67893666368014
16,8.122366512506112
17,10.866095675290648
18,14.1208954873423
19,16.994366760249783
20,26.340989586897418
21,19.154970428828783
22,15.861873763725924
23,28.715741529723704
24,182.2451355102865
25,181.67407278094922
26,12.51348842475769
27,22.17382234040941
28,12.050348616173096
29,11.913495274517466
30,13.859850134572213
31,23.12838495893374
32,23.351129659611082
33,15.0413635541117
34,25.257300626204685
35,9.62364914146346
36,9.732140018962953
37,14.819078130672455
38,28.994394177595975
39,23.591898613321725
