,valuation coefficient
0,13.614286096065634
1,12.198548738704732
2,190.66983823300487
3,28.688617515914572
4,28.841381007599516
5,29.091365768513977
6,15.977394712032204
7,23.303518739560104
8,26.277392631048976
9,22.39315264125443
10,14.493149627259186
11,11.823206279916658
12,29.33901706175283
13,27.639949250060663
14,29.21786013388311
15,24.323749697100297
16,10.593280464831054
17,18.373408468766357
18,12.392078748358099
19,23.177959704436503
20,21.22010879396302
21,27.75109540899639
22,191.95896931620643
23,19.86069662506224
24,13.945305351569012
25,13.634087222296966
26,185.49943349433903
27,15.912647347080663
28,22.066098253046512
29,29.927017756631518
30,14.2490934227401
31,9.438738274365043
32,24.055818321279922
33,16.182396914313024
34,16.376593394453167
35,10.511940292167912
36,188.63464974732216
37,15.449867139093104
38,15.470496745064253
39,14.314156739066455
