task_Number,endpoints_location,bandwidth_demand
0,"[9, 11]","[2.3774912311291647, 1.480418498019666]"
1,"[7, 9, 11]","[1.4347867412484103, 1.496142111952707, 0.21867741246869088]"
2,"[7, 9, 6]","[0.9364971170097416, 2.4414129505622206, 0.3153910087632612]"
3,"[7, 6]","[0.4248673236385946, 0.9808798002705834]"
4,"[11, 10]","[1.1223628566738943, 1.3427862409041096]"
5,"[6, 7, 10, 8]","[0.3914585010308562, 2.6323581777354246, 2.7931428876421105, 2.168662713817953]"
6,[8],[2.2479241203919473]
7,[10],[1.5759901756953025]
8,"[8, 9, 10, 11]","[1.3703132145914747, 2.592797060495109, 0.07663045331830809, 0.43910589302863956]"
9,"[6, 11]","[1.7751036568546565, 1.1971881671423592]"
10,"[11, 8]","[0.5666379317036851, 0.41605237338172396]"
11,"[10, 6, 11, 9]","[0.9190458995579872, 0.9553605655274338, 1.1290681079054579, 0.6822670861331742]"
12,"[11, 8, 10, 6]","[2.460430122151604, 3.0531170456199166, 0.29714196805147, 0.5915441468580611]"
13,"[8, 11]","[0.1632129583777664, 1.0118134665859055]"
14,[9],[0.7868098763206766]
15,"[6, 8]","[0.7867058789519609, 1.2074127267196422]"
16,[10],[0.6614401773619168]
17,[11],[1.2012632758966628]
18,"[9, 6]","[1.1785187480231496, 2.51117383360822]"
19,[11],[1.0691161693421467]
20,[10],[1.1356539997111648]
21,"[10, 11, 6, 8]","[4.1369817586197275, 1.1368515882735917, 2.472746115738378, 0.08175985744857961]"
22,"[11, 7, 10]","[0.5535776633269344, 1.7909447185943317, 1.6311686589811862]"
23,[10],[1.1191222262218692]
24,"[8, 10, 7, 11]","[1.4149494301247476, 1.4319453515804932, 0.7981113281968949, 0.36533223043727836]"
25,"[6, 9, 10, 8]","[0.4988442792441564, 2.4144901797826654, 0.9524966230539589, 0.026775559043348274]"
26,"[6, 7, 8]","[1.6228647875009456, 1.080357047805364, 0.2891132960164762]"
27,"[7, 9, 11]","[0.5878067014956017, 1.3576649804323102, 0.6898569090082183]"
28,"[9, 11, 10, 8]","[2.4121703933158165, 2.335291281371644, 0.48102126573300197, 1.0786587794181286]"
29,"[7, 9, 10, 11]","[0.9665844964963782, 1.1350029822760188, 1.8240100240576718, 1.7888582314716195]"
30,"[7, 11, 8]","[1.10119577553385, 1.08571151277842, 2.021205948235357]"
31,[9],[3.630551038695131]
32,"[9, 11, 7, 6]","[2.394208621726081, 0.4237493469227027, 1.2531994947560188, 2.3209871202668566]"
33,"[9, 6, 11]","[0.7664579690033262, 0.10672783358966009, 1.557087549197611]"
34,"[9, 8]","[0.2908316300221778, 1.1054823776326028]"
35,"[9, 10, 6, 8]","[0.7543613697567766, 2.7915304618028616, 1.89780199049471, 0.4301028608850457]"
36,[8],[1.7955590849475973]
37,[8],[0.07213860882627532]
38,"[6, 8, 9, 10]","[3.155932543854845, 0.46208020991365595, 1.7268071360508654, 1.0331316387356775]"
39,"[7, 10, 8, 9]","[1.19311774633851, 0.4592785297724895, 2.725082174262358, 2.661844138990598]"
