,valuation coefficient
0,16.403399298354316
1,11.472265222539352
2,14.127118643969048
3,16.49379893624956
4,24.702265716126664
5,21.485901483655745
6,17.36538177959357
7,16.01519380253358
8,19.27660094194522
9,19.927426176430792
10,196.08377319521762
11,14.411042727778543
12,13.875893985376665
13,188.4445868345223
14,8.357529196998113
15,8.942214314589787
16,10.16015350847056
17,26.45806944364243
18,26.276574764583103
19,25.976860512949838
20,28.640579215888906
21,29.393639579067504
22,8.138340573438581
23,22.001128467767693
24,22.222527705478292
25,26.79122941671511
26,21.660912878573452
27,16.927351223313735
28,12.013136240289207
29,25.0823512367513
30,24.88563094233871
31,12.63418002865215
32,13.012354116052597
33,199.8794259133937
34,23.52110346633779
35,189.37669717021234
36,16.963862218793047
37,10.762291543987255
38,28.737380249376564
39,28.824566369057106
