task_Number,endpoints_location,bandwidth_demand
0,"[8, 7, 10, 9]","[0.6035769003904021, 0.5558732116883398, 0.8120608791510445, 2.5958327186980625]"
1,[6],[1.333108735366857]
2,"[7, 10, 6]","[1.4294278052494935, 0.31980117201480496, 1.5830909478667636]"
3,[10],[2.9010621242650307]
4,"[7, 10, 6, 8]","[0.291699592077725, 0.44555880856823016, 0.7421549952583184, 2.397591519896368]"
5,"[10, 8, 9]","[1.7886164716913666, 0.21765320212711503, 0.06518445072082502]"
6,"[7, 8, 11]","[2.1112945837175827, 0.2607353858397151, 1.7294476973358794]"
7,[6],[2.4176952555529683]
8,"[8, 10]","[1.0935670834935964, 2.366400626985513]"
9,"[6, 9, 7]","[1.6953373203304039, 0.9379402890511775, 1.9707794078916314]"
10,"[7, 8, 9, 11]","[3.2025225997367315, 1.3210581867370341, 2.0349955726830062, 1.1614029295334]"
11,"[6, 11, 7, 8]","[0.4901223398068192, 2.4201500352090566, 0.6246376181587772, 1.486113115152371]"
12,"[7, 11, 10, 8]","[1.9124954730839365, 0.5209900827621885, 0.5374451454169138, 0.8531608859757467]"
13,"[10, 8, 11]","[0.5746686622805429, 2.1006138369405143, 2.1852448014676993]"
14,[10],[2.372508870447173]
15,"[6, 8, 10, 11]","[2.0346660914992007, 1.6864936084612359, 2.827509255861961, 2.1847876511606295]"
16,"[9, 6, 10, 11]","[2.5826654407229945, 0.016456036508857852, 1.342755521272407, 1.6335654271512703]"
17,"[7, 6, 8, 10]","[0.8622484868145945, 2.197729086099426, 1.5885455454116468, 1.0383905346232631]"
18,[9],[3.2424377429651465]
19,[9],[0.40522860615249445]
20,"[9, 10]","[0.7785116936508456, 2.5712961998252384]"
21,"[10, 8, 11]","[0.3368943614557266, 0.260704792351412, 0.26079941722448285]"
22,"[6, 7, 8]","[0.8290575148765561, 2.2371859468192077, 3.3486511082592663]"
23,[10],[0.22122481534495742]
24,"[7, 11]","[2.31604944265353, 0.7469960870406986]"
25,"[10, 9]","[1.591057774282457, 2.0772356107455936]"
26,"[9, 10, 8]","[0.6255875309323009, 2.229669392520102, 1.6488839649975267]"
27,"[8, 6]","[1.3880966378706427, 1.5335641306570582]"
28,[11],[0.04862402842409819]
29,[11],[0.6152756886755124]
30,[10],[0.40764957220840536]
31,"[10, 8, 6]","[0.5706361619985434, 0.8505144488548612, 4.083212812763552]"
32,"[6, 7, 10, 9]","[1.587257451163266, 0.25007694724212737, 0.9410641129762424, 1.2765457251746306]"
33,"[8, 10, 11, 6]","[1.6912600801030866, 0.8360007716899274, 0.2927699423282554, 1.1923261793799795]"
34,[8],[0.12119273837177702]
35,"[7, 6, 9, 8]","[1.5060118197060324, 0.8359824269303876, 1.4641373094369226, 0.6289941649170705]"
36,"[9, 7, 10, 8]","[0.06949733638369249, 1.034330553485936, 0.44782664679260864, 1.2333439952121]"
37,"[6, 7, 9, 10]","[1.2628471108244554, 0.8349745407286964, 1.5367114713373864, 0.7591287692792799]"
38,"[9, 11]","[1.7472523583826711, 2.2035966822826314]"
39,"[8, 11]","[0.45095499133292394, 1.6412623150004841]"
