,valuation coefficient
0,17.74979033716815
1,17.077212685652214
2,20.252744802749163
3,28.293181956704416
4,14.965396884350115
5,181.56898614805417
6,19.8133939664528
7,13.747279328543335
8,22.569585594187867
9,23.635713780887492
10,16.649537905799967
11,18.10856308558136
12,14.77524700891005
13,10.327695699312923
14,13.839712881551337
15,20.924409962710676
16,15.340901767321753
17,25.735735231896086
18,17.819441733885625
19,12.828764784088234
20,10.720258743699596
21,9.910639071138847
22,13.208540017191085
23,13.788241508559857
24,14.994262868571123
25,20.506944347457093
26,11.77136971102005
27,26.257550885263335
28,12.146876043526525
29,9.921150009081517
30,17.262729847416754
31,24.439927025093713
32,182.95451304663925
33,16.85295706901807
34,28.762560335972314
35,12.46554402713481
36,18.457750757798
37,8.306204235413762
38,195.25532103109046
39,197.07076957734714
