,arrive_time,finish_time,start_time,usage_time
0,0.2476613818596518,10,1,3
1,0.4999666253276458,9,1,3
2,0.5583206582829037,8,2,1
3,0.8740630845952124,10,2,3
4,1.0517212721767522,11,3,1
5,1.1547856267104184,10,3,2
6,1.1667075306913022,11,3,1
7,1.2814407203400036,11,3,3
8,1.5943241393604912,11,3,1
9,1.5944681612410716,10,3,3
10,1.9754197859906142,10,3,3
11,2.169960052344816,11,3,1
12,3.3143043637820213,11,4,2
13,3.60818425303433,10,5,1
14,3.8304572010154567,11,5,2
15,3.90325875104525,11,4,1
16,4.0950309203260735,11,6,2
17,4.32028484185682,11,6,2
18,4.950850056372827,11,5,1
19,4.951087948238282,11,5,2
20,5.019355481203208,11,7,2
21,5.67383758008769,11,6,3
22,5.800451742025624,11,6,2
23,5.800877765801019,11,6,2
24,6.338870965964611,11,8,2
25,6.787907080436121,11,7,3
26,7.186937574018089,11,9,1
27,7.387654017499344,11,8,2
28,7.477276197510565,11,8,2
29,7.558665999893791,11,8,2
30,7.64429030399966,11,8,1
31,7.822714180940898,11,9,3
32,8.060068100793336,11,9,1
33,8.10700484117212,11,10,2
34,8.140325038013502,11,9,3
35,8.821614117755852,11,10,2
36,9.202192509623572,11,10,1
37,9.648978516335774,11,11,1
38,9.650018135920785,11,10,2
39,9.750664934750871,11,11,1
