data_link, bandwidth_capacity
"(1, 2)",4.300027420475032
"(3, 2)",4.300027420475032
"(8, 2)",4.300027420475032
"(4, 10)",4.300027420475032
"(7, 1)",4.300027420475032
"(3, 0)",4.300027420475032
"(2, 8)",4.300027420475032
"(9, 3)",4.300027420475032
"(6, 0)",4.300027420475032
"(2, 1)",4.300027420475032
"(3, 9)",4.300027420475032
"(0, 5)",4.300027420475032
"(1, 4)",4.300027420475032
"(5, 4)",4.300027420475032
"(3, 4)",4.300027420475032
"(2, 5)",4.300027420475032
"(1, 0)",4.300027420475032
"(10, 4)",4.300027420475032
"(0, 1)",4.300027420475032
"(0, 3)",4.300027420475032
"(11, 5)",4.300027420475032
"(4, 1)",4.300027420475032
"(4, 3)",4.300027420475032
"(5, 11)",4.300027420475032
"(0, 6)",4.300027420475032
"(5, 0)",4.300027420475032
"(1, 7)",4.300027420475032
"(4, 5)",4.300027420475032
"(2, 3)",4.300027420475032
"(5, 2)",4.300027420475032
