data_link, bandwidth_capacity
"(1, 2)",4.725440943760921
"(3, 2)",4.725440943760921
"(8, 2)",4.725440943760921
"(4, 10)",4.725440943760921
"(7, 1)",4.725440943760921
"(3, 0)",4.725440943760921
"(2, 8)",4.725440943760921
"(9, 3)",4.725440943760921
"(6, 0)",4.725440943760921
"(2, 1)",4.725440943760921
"(3, 9)",4.725440943760921
"(0, 5)",4.725440943760921
"(1, 4)",4.725440943760921
"(5, 4)",4.725440943760921
"(3, 4)",4.725440943760921
"(2, 5)",4.725440943760921
"(1, 0)",4.725440943760921
"(10, 4)",4.725440943760921
"(0, 1)",4.725440943760921
"(0, 3)",4.725440943760921
"(11, 5)",4.725440943760921
"(4, 1)",4.725440943760921
"(4, 3)",4.725440943760921
"(5, 11)",4.725440943760921
"(0, 6)",4.725440943760921
"(5, 0)",4.725440943760921
"(1, 7)",4.725440943760921
"(4, 5)",4.725440943760921
"(2, 3)",4.725440943760921
"(5, 2)",4.725440943760921
