,valuation coefficient
0,29.204690853982303
1,10.902967177812645
2,23.341318423149183
3,27.961207825538946
4,15.266005002929457
5,14.858428733439997
6,17.511224114509673
7,192.14541563796362
8,29.87165404503675
9,10.103333607050551
10,15.553702442326083
11,10.858628249018777
12,23.756942890698376
13,28.97065218247552
14,27.57191480734727
15,28.220711074677762
16,24.26481682809586
17,19.327397154905974
18,25.604184741669442
19,11.768612944518459
20,16.256305294915464
21,183.22852751233768
22,22.32875173830822
23,10.422265373875524
24,17.284485786069602
25,180.08290990086783
26,23.854231870621838
27,24.770365775988896
28,22.425427458101012
29,10.19195205729153
30,26.38537086123367
31,24.801051017806106
32,182.94264751091148
33,14.279532166605925
34,22.11557345834929
35,20.905586799704196
36,13.253154650598628
37,29.69162799785333
38,16.97108471788075
39,28.838375237482925
