task_Number,endpoints_location,bandwidth_demand
0,"[10, 6, 9, 8]","[2.4857307966425957, 0.9514159257864543, 1.4641340299164758, 0.002298515142973634]"
1,"[6, 10]","[1.5448497230259366, 1.8231251930977277]"
2,"[6, 11, 7, 10]","[1.345507980375283, 1.6098241084362146, 1.793974493157613, 2.321502866415768]"
3,[8],[0.5418802233469042]
4,"[8, 6, 9]","[1.3708693550067785, 0.027759813555327417, 1.4100901407031046]"
5,"[11, 6, 10]","[0.7059238717594678, 0.640796814089192, 1.0000831528457064]"
6,"[9, 10]","[1.689271014035365, 0.8506466405854614]"
7,"[7, 6, 9]","[1.4845031079847213, 1.8250070906337372, 2.372656960236752]"
8,[7],[0.40587446088908885]
9,[11],[1.2918092379748192]
10,"[7, 11, 10, 9]","[0.8756933354321712, 3.5185074151018, 0.7599546498579658, 1.5146245798312998]"
11,"[11, 9, 6]","[2.434239008174671, 0.34629353088169146, 1.133568615845236]"
12,"[10, 11]","[0.9444595271009164, 1.3848620862757302]"
13,"[11, 8, 10]","[0.134420111268864, 1.5658524863093017, 2.0567312816904817]"
14,"[6, 11, 10]","[0.722170031707517, 2.299978732997161, 0.7896224507130352]"
15,"[11, 9]","[1.6981434989983824, 0.4682092742845162]"
16,"[10, 8, 6]","[2.358493651949593, 0.40404874193995355, 1.0231416979737944]"
17,"[8, 6]","[1.9167157094848366, 2.184440841945138]"
18,"[11, 8]","[1.1994838498904996, 0.800483589773114]"
19,"[11, 7]","[0.822876334292145, 0.20211773957430124]"
20,"[10, 6]","[1.6304707969019234, 1.083110655637191]"
21,"[10, 8, 6, 7]","[0.36004257291270714, 1.7725831267219627, 0.5682220841913452, 1.5810022103992272]"
22,[10],[0.7009680432128109]
23,[7],[0.5686332895559922]
24,"[9, 10]","[2.5927761917660455, 1.0363430212000864]"
25,[6],[0.8373204133537736]
26,"[6, 9, 8]","[0.1481946170094517, 1.2860617406072476, 0.8096670031217509]"
27,[11],[0.41416553413866875]
28,"[6, 8, 10, 9]","[0.0040305923291164, 1.701080801139608, 0.8090016071284764, 0.4877530229266971]"
29,"[6, 10, 9, 8]","[1.2019637836323138, 1.420104254966327, 2.0795466335648785, 1.4165929563870578]"
30,"[11, 8, 9]","[0.9363530840899503, 2.0684954282822465, 0.8991180035162403]"
31,"[8, 10]","[0.6149798282642696, 1.0919450123629788]"
32,[10],[0.9250443809521657]
33,"[11, 10]","[0.9035978450614229, 0.8441215921791055]"
34,"[8, 6, 10, 7]","[0.21092706908118963, 1.0614871089093367, 2.159758519414299, 3.0239647347979437]"
35,[6],[0.1272522312250004]
36,"[9, 7, 8, 11]","[0.14026093180846788, 0.9404942041307954, 3.1086013490784357, 1.3172451608453908]"
37,"[11, 9, 8, 6]","[0.6655569842308784, 1.424423500494313, 1.7971227242442291, 1.1963892940953142]"
38,"[8, 9, 7]","[2.7004028837602396, 1.0574398371661482, 0.4209214669121385]"
39,"[6, 10]","[1.2676775788175858, 1.8316808951774128]"
