task_Number,endpoints_location,bandwidth_demand
0,"[7, 9, 8]","[2.5440333313725967, 0.6451967063762359, 0.8336113911890881]"
1,"[10, 8, 7, 11]","[0.0658425622211789, 2.2396740419602796, 1.2916817091747328, 1.1077059315903215]"
2,"[8, 6, 11]","[1.8073635075170924, 1.3993845390263826, 0.6607666790808064]"
3,[9],[0.672571408147886]
4,"[8, 11, 6]","[1.2036700398686522, 1.7431590719056897, 1.4417711781646436]"
5,"[8, 11]","[2.813304282143278, 0.7343647352257782]"
6,"[6, 10, 7, 11]","[2.9079677041141387, 1.9869667408922824, 0.6612873724434842, 0.8152484111907592]"
7,"[7, 6]","[0.4705755660949512, 1.2057790448646517]"
8,"[10, 9, 11]","[1.2040402470038671, 0.40125905875785406, 0.6497329458137913]"
9,"[11, 6, 10, 7]","[1.3050834932929165, 0.3522962130712476, 1.5522104765282374, 0.20568211817470317]"
10,"[6, 11]","[1.2980247291869373, 0.5995997887782529]"
11,[10],[3.1925602461107836]
12,[11],[0.1701112588055027]
13,"[9, 11, 10]","[1.2500522804436016, 2.4245274083709916, 0.8202409361981253]"
14,"[11, 8, 7, 10]","[0.7306208698412376, 0.7125898268445883, 2.6550681138656875, 0.7315121391978131]"
15,"[9, 7]","[1.3046301543322714, 0.8041381381961967]"
16,"[10, 11]","[2.320390888747214, 0.9919301179217641]"
17,[11],[2.228516742209872]
18,"[6, 7, 9]","[1.4492827556597834, 0.6350463580973842, 1.3343569062382752]"
19,"[7, 11]","[2.010768064184985, 0.9468623831531421]"
20,[7],[0.9271461624645867]
21,"[11, 9, 6, 8]","[0.4340136144662444, 2.562776610493166, 0.8313666545582323, 0.7787481050670708]"
22,"[11, 9, 6]","[1.4686798563838968, 0.28890562026171085, 1.8645160530813478]"
23,"[9, 11, 6]","[1.3668897433804608, 1.7228340190826759, 0.8088310143937802]"
24,"[10, 9, 11]","[0.12384496976151138, 1.204455848555052, 0.1607555300215382]"
25,"[8, 9, 7]","[1.0841604526738051, 1.536604805905352, 0.48089256678349757]"
26,"[6, 7, 11]","[1.0374707315329732, 0.4517289432025857, 1.4350394885190174]"
27,"[6, 9, 10, 7]","[1.2047595841099021, 1.5796667534242328, 0.469094932565171, 0.9525959230305765]"
28,[6],[2.24328496174546]
29,"[11, 8, 7, 9]","[1.3246812387961644, 0.7445300925878434, 2.4377303310297, 1.8715090206556575]"
30,"[8, 9]","[2.60878154145712, 1.4339997122988326]"
31,[9],[1.8045318862106543]
32,"[8, 7, 9, 10]","[1.7661756982241958, 1.3418881153305504, 1.4794749150448365, 0.4052616434069861]"
33,[8],[1.5177795419331659]
34,"[8, 6, 10]","[0.2728404848210363, 2.1651033346847344, 1.0770529371353277]"
35,"[7, 8, 9]","[0.29135907435310615, 0.7063740097044011, 0.49613338986238453]"
36,[6],[1.3215682172607213]
37,"[9, 6]","[1.3007376878755454, 1.914235754382731]"
38,"[9, 10, 11]","[3.7078469297212604, 0.5701225657655751, 0.721238260483408]"
39,"[11, 6, 7]","[0.8977108250705862, 1.9132343314021645, 0.5477460166442493]"
