data_link, bandwidth_capacity
"(1, 2)",4.814657652968096
"(3, 2)",4.814657652968096
"(8, 2)",4.814657652968096
"(4, 10)",4.814657652968096
"(7, 1)",4.814657652968096
"(3, 0)",4.814657652968096
"(2, 8)",4.814657652968096
"(9, 3)",4.814657652968096
"(6, 0)",4.814657652968096
"(2, 1)",4.814657652968096
"(3, 9)",4.814657652968096
"(0, 5)",4.814657652968096
"(1, 4)",4.814657652968096
"(5, 4)",4.814657652968096
"(3, 4)",4.814657652968096
"(2, 5)",4.814657652968096
"(1, 0)",4.814657652968096
"(10, 4)",4.814657652968096
"(0, 1)",4.814657652968096
"(0, 3)",4.814657652968096
"(11, 5)",4.814657652968096
"(4, 1)",4.814657652968096
"(4, 3)",4.814657652968096
"(5, 11)",4.814657652968096
"(0, 6)",4.814657652968096
"(5, 0)",4.814657652968096
"(1, 7)",4.814657652968096
"(4, 5)",4.814657652968096
"(2, 3)",4.814657652968096
"(5, 2)",4.814657652968096
