,valuation coefficient
0,9.803495452328077
1,19.78829751204676
2,23.920047833602496
3,189.4744045646554
4,9.564867062392942
5,10.602379351214209
6,26.271120669991664
7,29.80853797572054
8,9.366436203937027
9,180.9630118666292
10,185.40411064825815
11,16.83243166161411
12,22.92519359738525
13,19.75827362229188
14,17.290679888394013
15,22.967469548411085
16,10.220199058767124
17,11.758908060598682
18,21.095165605065787
19,26.5999154699201
20,15.99999788165703
21,28.494529934848764
22,16.372849107991698
23,29.898898214508524
24,9.276864520412216
25,15.122302169618797
26,190.51756483555548
27,11.856668661652005
28,14.50655365409294
29,26.345652503941068
30,14.189982656794461
31,17.61217777042881
32,28.673565475684033
33,10.225548284693499
34,21.630866208989843
35,27.44611068359049
36,9.017331342717362
37,16.510736134027688
38,17.67799065016674
39,10.590852270146135
