,valuation coefficient
0,25.007714278436897
1,11.85931658030622
2,19.290305007006566
3,8.020098161463471
4,24.379878950517913
5,24.48702229941042
6,11.39398504523211
7,13.226690917849943
8,21.701786417593027
9,29.691832489716056
10,8.188189435267756
11,23.108855120945137
12,21.501110559208374
13,17.242664748126284
14,17.791338570841962
15,199.63196043979866
16,25.1953584951737
17,24.84384676963463
18,24.132929757101675
19,12.037362897233988
20,21.67677203528696
21,27.748834405864073
22,9.02285196204676
23,16.62150211268395
24,191.61310656474646
25,21.54387490065487
26,195.0530121822456
27,27.4080188318857
28,8.810114274795918
29,25.43895862759549
30,11.216439154401456
31,19.71446578211581
32,22.744585749770398
33,10.125934143418538
34,14.07590218496837
35,24.22911183952216
36,24.218998555495077
37,9.351957901017354
38,182.14468653775972
39,26.383062380030847
