task_Number,endpoints_location,bandwidth_demand
0,"[8, 9, 6]","[1.2326148845422433, 2.907876487498859, 2.1819842328738615]"
1,"[7, 11]","[1.713864185940381, 1.6222554302583725]"
2,"[9, 7]","[1.6517149210530397, 1.8909575529843448]"
3,"[8, 9]","[0.5542506694799467, 0.5049327851605541]"
4,"[11, 6, 10]","[2.1669930618014543, 0.8750274430210732, 1.4648200089066872]"
5,"[10, 9, 11, 6]","[0.5117597177386108, 2.0407047979666277, 0.6067881094534551, 0.10119085471058364]"
6,[7],[0.20703086803823123]
7,[6],[1.3462159248559817]
8,[7],[1.1056509407225033]
9,"[7, 9, 11, 8]","[0.6187901545287798, 2.259787038338692, 1.5830711948572134, 1.7519535877112604]"
10,"[8, 9, 10]","[2.423248530857257, 0.5581994388641927, 1.1707551430731082]"
11,"[9, 6]","[1.2471193231265514, 1.0369091507379395]"
12,[6],[0.2144851291887081]
13,"[10, 9, 6]","[0.708618306550848, 1.165897227571851, 0.0020503523344701513]"
14,"[10, 9, 8, 11]","[0.6344367838442582, 0.9960158381064773, 1.2021414241502901, 1.3525218695320183]"
15,[7],[1.9510707109106509]
16,[7],[1.414433896181173]
17,"[9, 10, 7, 11]","[2.8483046003835986, 2.191450690258991, 2.3894419357724566, 1.4925666604643424]"
18,"[6, 8, 7, 10]","[1.5077102843583736, 1.2862329350257449, 0.9765379269294737, 1.5653627778656722]"
19,[9],[0.41426695270974645]
20,"[10, 9, 6, 11]","[1.421253423085798, 0.02531663746174284, 2.1134076280973497, 1.1423901976055453]"
21,"[6, 7, 9]","[1.6917982759879155, 0.052526222994529914, 2.2963303967967277]"
22,"[9, 7, 10]","[3.720251447643033, 1.8472437254783056, 2.5776057033295485]"
23,"[11, 6]","[2.3256394559261864, 0.4144051836773812]"
24,"[7, 6, 11, 8]","[1.020285904339556, 2.478169937249721, 1.718496772389607, 0.556064331542512]"
25,[10],[0.8646269088882118]
26,"[7, 8]","[0.5689745536993791, 1.7975101781157112]"
27,"[7, 10]","[1.5123654688019839, 0.5403901425171749]"
28,"[10, 9]","[0.54996215682905, 2.153594915392336]"
29,"[6, 10]","[1.6610925110027723, 2.6264624605095626]"
30,"[7, 11, 10, 8]","[2.294605557381809, 2.1642861876680426, 1.3189201378223283, 0.6684807172358722]"
31,"[7, 10]","[0.3511137205085234, 2.339862338976665]"
32,"[9, 10, 7, 6]","[1.0640206843798976, 0.5245463409937328, 0.1932411074553818, 1.1763099507880164]"
33,"[10, 9, 7, 6]","[0.8378571562673943, 2.2017191434166676, 1.176820199407043, 1.8332969695269248]"
34,"[11, 7, 6, 8]","[1.277498465061484, 3.296575861488934, 2.295799767592178, 0.7593545194966138]"
35,"[10, 6, 8]","[3.3183400973289348, 1.2504730555581882, 0.5767920386670115]"
36,"[8, 6]","[1.1857268733168753, 0.9216904698271557]"
37,"[9, 6]","[2.039122373480696, 2.0382816379925712]"
38,"[7, 10, 11, 6]","[0.8908352609091941, 0.2676940626810024, 1.250311719575393, 3.198185286351734]"
39,[11],[2.535757496944215]
