,valuation coefficient
0,28.7042662924067
1,13.68342542428993
2,23.429604797691418
3,25.673323253113487
4,20.658227064009665
5,22.117453446637775
6,20.402621008167593
7,24.1839433378536
8,28.487603864217633
9,13.52535351542932
10,19.57330243570584
11,27.716233997885546
12,8.494445870881039
13,185.1513438548364
14,20.54092205180288
15,14.141600715622527
16,18.95819538345914
17,19.270788538485974
18,21.114793116829105
19,24.1616957010122
20,10.281361844669899
21,14.433734586411136
22,11.86288727970813
23,20.384949397409663
24,9.646491124539008
25,12.699439323906823
26,8.505942394348581
27,10.479101850512496
28,18.974428013418187
29,181.62276229471894
30,25.44950789241872
31,17.396734362264006
32,183.5466598581288
33,17.853384132156496
34,8.136188747433406
35,20.94556659594178
36,22.762709461192962
37,18.066744734418194
38,9.41422779783895
39,184.11651262433503
