,valuation coefficient
0,28.958699131353626
1,10.103920432653176
2,19.04095616689255
3,27.77826455390867
4,23.9350426638095
5,27.41379447089084
6,21.912926776075427
7,19.868830994242057
8,28.44873905354914
9,12.954692873594187
10,29.32244936427677
11,14.238293711938516
12,14.729274060867851
13,29.599570071326628
14,185.52663913515292
15,9.804416626338922
16,20.379963391693785
17,9.703020251806214
18,183.15835183667178
19,14.754090785971233
20,10.503028740564428
21,24.722477310897258
22,11.565617302879218
23,26.348097299429273
24,26.71808737360046
25,20.40828799024526
26,195.53315665801486
27,8.24190673962806
28,16.624364695025307
29,16.225048534448014
30,18.684035146118173
31,12.95377768723652
32,193.92203571840736
33,12.229599230040082
34,11.701198761308348
35,27.60307151336447
36,25.12102721451959
37,11.124523324618924
38,22.452252443946797
39,11.502568217644907
