task_Number,endpoints_location,bandwidth_demand
0,"[11, 10]","[0.5536204026462095, 0.7228995548439809]"
1,"[10, 8]","[0.19815216091850874, 1.3833947270763631]"
2,"[8, 10]","[1.4247310749562987, 0.8323416915384971]"
3,"[7, 8, 11, 9]","[1.410393063166174, 1.534632114202766, 0.5403001831055744, 1.6504163883044147]"
4,"[7, 6, 11, 9]","[0.11648336229782552, 0.7679379801981358, 2.7399522272606136, 1.6904723383017677]"
5,"[6, 9]","[1.4473493303037817, 2.5343854087897832]"
6,"[6, 8, 11, 10]","[2.077763152855025, 0.7231307309197428, 1.4232528734861098, 0.5848855036882135]"
7,"[8, 6]","[1.316108869316834, 0.18845620480942504]"
8,"[9, 8]","[2.409524761842243, 2.198156241600466]"
9,"[8, 11, 10]","[0.9945356789160436, 1.1428352431164315, 0.697778614404273]"
10,"[7, 8, 9, 10]","[1.8035791069167653, 0.5489322576007682, 1.9532881365051091, 1.5258611057375613]"
11,"[7, 8, 9]","[1.4774060750459994, 1.1952360989438857, 1.3362881501267043]"
12,[11],[0.3454814002298221]
13,"[7, 8]","[2.328115804409488, 0.8096417137933589]"
14,"[9, 10]","[1.6357163771360428, 1.6732130341639286]"
15,"[8, 7, 9]","[2.521733790430824, 1.160808355190309, 1.0586483138093186]"
16,"[7, 6]","[1.5827428595111912, 0.7443232576635794]"
17,[6],[0.5271708990962524]
18,"[8, 9, 6]","[1.313510126285798, 0.9076999315871277, 1.6655971370006761]"
19,"[9, 6, 7]","[0.8542960607418422, 2.1206045723752363, 3.274814175818376]"
20,"[8, 6]","[0.49707123129530784, 0.7164711077047171]"
21,"[9, 11, 6]","[0.034480127490161494, 0.7308492091306042, 1.8305885587433597]"
22,"[11, 10, 9, 8]","[1.780306213197059, 0.39870409619385283, 2.471816449113927, 0.6305069581558802]"
23,[9],[0.3490390213761878]
24,"[7, 6]","[1.3718216980655633, 1.3022718196724044]"
25,"[9, 10]","[1.4672231520978436, 0.8532269086722932]"
26,"[11, 6]","[0.8949278682864354, 0.745336633918519]"
27,[8],[1.3065492416081312]
28,[9],[1.6292559761651595]
29,"[8, 9, 6, 10]","[2.33572848589324, 1.917174204259004, 1.7880920522412143, 0.33941422926991094]"
30,"[8, 11]","[2.4831465445672753, 2.1935399863961393]"
31,"[11, 8, 7, 6]","[1.7974444103196074, 1.1636405082898769, 1.3017590356355302, 1.9148237007936295]"
32,"[10, 8]","[1.738142770590783, 0.42330497540998147]"
33,[7],[1.8684907486366482]
34,"[6, 9, 11]","[1.2760021561184984, 0.5096166657556659, 0.6325716758637756]"
35,"[6, 9, 7, 8]","[2.7736731878443424, 1.7781061505578495, 2.9331820352787714, 1.359877591429496]"
36,"[6, 8]","[2.217323929871813, 0.6804857759786669]"
37,"[7, 10]","[3.9721639961284145, 0.3495084520446613]"
38,"[11, 7, 6]","[0.30451844578533904, 1.1246879443706355, 0.8210643871831111]"
39,[8],[2.5024506194152436]
