data_link, bandwidth_capacity
"(1, 2)",4.795234004145963
"(3, 2)",4.795234004145963
"(8, 2)",4.795234004145963
"(4, 10)",4.795234004145963
"(7, 1)",4.795234004145963
"(3, 0)",4.795234004145963
"(2, 8)",4.795234004145963
"(9, 3)",4.795234004145963
"(6, 0)",4.795234004145963
"(2, 1)",4.795234004145963
"(3, 9)",4.795234004145963
"(0, 5)",4.795234004145963
"(1, 4)",4.795234004145963
"(5, 4)",4.795234004145963
"(3, 4)",4.795234004145963
"(2, 5)",4.795234004145963
"(1, 0)",4.795234004145963
"(10, 4)",4.795234004145963
"(0, 1)",4.795234004145963
"(0, 3)",4.795234004145963
"(11, 5)",4.795234004145963
"(4, 1)",4.795234004145963
"(4, 3)",4.795234004145963
"(5, 11)",4.795234004145963
"(0, 6)",4.795234004145963
"(5, 0)",4.795234004145963
"(1, 7)",4.795234004145963
"(4, 5)",4.795234004145963
"(2, 3)",4.795234004145963
"(5, 2)",4.795234004145963
