,arrive_time,finish_time,start_time,usage_time
0,0.023659750442113214,11,1,3
1,0.22679242035416047,10,1,1
2,0.2541687847177554,10,1,2
3,0.3256092153892931,9,1,2
4,1.4317344772103047,10,3,3
5,1.5073290435871467,11,3,2
6,1.7168483380233646,10,2,1
7,1.7422765535036577,11,3,3
8,1.8655681228931587,9,3,1
9,1.9700828764074718,10,2,2
10,2.104069784427729,11,4,3
11,2.156180315325198,11,4,2
12,2.239904629349737,11,3,1
13,2.2605554497448566,11,4,3
14,2.320328314967263,11,3,2
15,2.3243689936536107,11,4,3
16,2.433920363056239,8,3,1
17,2.460791900742528,11,4,2
18,2.591512382879472,11,4,2
19,3.2701208748456545,11,4,2
20,3.419357523354188,11,5,3
21,3.6321459652102894,11,5,2
22,3.753432375550936,11,4,1
23,4.517691999046804,11,6,1
24,4.527437053413397,11,6,2
25,4.601265796578987,11,5,1
26,5.248280968993527,11,6,2
27,5.314131365685104,11,6,1
28,5.501301556218323,11,7,2
29,5.926847956643408,11,7,2
30,6.016142123702133,11,7,3
31,6.290689665030672,11,8,3
32,6.297623426119493,11,7,2
33,6.708888802026284,11,8,3
34,7.285071915957256,11,8,3
35,8.073591298701647,11,10,2
36,9.043182436182063,11,11,1
37,9.472320731772605,11,10,2
38,9.521806674060137,11,10,1
39,9.981783157048694,11,10,1
