task_Number,endpoints_location,bandwidth_demand
0,"[9, 7, 6, 10]","[0.858397116963182, 2.424202640192629, 0.6635698532403218, 0.3386825460202567]"
1,"[7, 11, 10, 8]","[1.3034399125579297, 0.1378246834738942, 0.9552080392894076, 2.4429768748280765]"
2,"[8, 7]","[2.474955365054451, 0.4330121370001415]"
3,[6],[2.459579498948461]
4,"[7, 6]","[0.3922967327353636, 1.0050894334407214]"
5,"[10, 9, 6, 8]","[1.4396975421475728, 2.3312972697342698, 0.4500121097327431, 1.1856978972321621]"
6,[8],[0.5040413446413126]
7,"[11, 9, 7, 8]","[3.282361826157135, 0.20065556832817666, 0.8099197018189503, 1.1781100485915383]"
8,"[11, 10, 6]","[1.883076356187591, 0.5394895096147521, 0.28645832092415635]"
9,"[11, 10, 9]","[1.6845355751220383, 1.0604841701853187, 1.1205754393350813]"
10,[6],[0.9312538509339814]
11,"[8, 11, 7, 6]","[0.8381855829144362, 0.5361573277668525, 1.321885950801152, 1.4527521357266004]"
12,"[10, 9, 7]","[3.1792592819180685, 0.7120819533392637, 2.160459299710083]"
13,[6],[0.8099137104526124]
14,[6],[1.0527163531780344]
15,"[9, 10, 6, 7]","[0.8959180823159432, 1.0118505659819315, 0.5147576303542083, 1.3215173706673695]"
16,[7],[1.0782012742665246]
17,"[8, 7]","[1.3408942121508844, 2.1523755374693425]"
18,"[11, 9]","[1.4450222481835358, 1.2951880625741365]"
19,"[11, 6, 8, 10]","[0.07498304609655526, 1.873981894991525, 0.33481595328794445, 0.49049853414358824]"
20,"[7, 10, 8, 9]","[1.1734017007459148, 1.1382746280172518, 1.458527646370685, 1.0053953071461272]"
21,"[7, 6, 11, 8]","[1.0861928712789588, 1.0834793393492255, 1.5524327136497744, 0.9323812015148931]"
22,"[9, 11]","[1.120913142455044, 1.463562476307674]"
23,"[7, 6, 11, 10]","[2.3251501287907246, 3.102822566910926, 1.1446788849324083, 1.099608512179791]"
24,"[11, 10]","[2.77765617860288, 0.26054416716370155]"
25,"[7, 10]","[0.536210614452949, 1.8005012101858102]"
26,[7],[2.2085682182310373]
27,[8],[1.6742094026087972]
28,"[8, 6]","[0.7715850758132365, 1.9149067653659162]"
29,"[6, 8, 7, 9]","[1.9081689256575554, 1.4432876905410983, 1.8560051186507764, 0.565271861098054]"
30,"[11, 6, 9, 8]","[1.9714658691039604, 1.8852351954760036, 1.152411497529616, 1.295019794076829]"
31,"[9, 8, 10]","[0.777150636026705, 0.3257014992359466, 0.9697127168031481]"
32,"[11, 10, 9, 6]","[1.121022780771633, 1.0643696177486064, 0.2894806249671482, 2.848160496974133]"
33,"[8, 10, 9, 6]","[2.020450002217439, 1.1262304010855009, 1.04870078289866, 1.3891213606571395]"
34,"[9, 11]","[0.7158124613812047, 1.2932640609897632]"
35,"[7, 11, 10]","[0.7948403490523089, 2.007779810780133, 1.2982598885439258]"
36,"[7, 10, 11, 9]","[1.1313068013697334, 0.07614664365377777, 0.8186835328895296, 2.8465264460768656]"
37,"[7, 6, 8, 10]","[0.5593248087563627, 2.169236565761637, 2.595661435616484, 1.3388099562122238]"
38,"[8, 9, 6]","[0.25518872795286807, 1.0351167351066286, 0.3744818308872072]"
39,"[9, 6, 7]","[1.6036377352488032, 1.3460411594952921, 1.5897461937366493]"
