,valuation coefficient
0,20.49685934603891
1,15.2089353726244
2,11.544208620986131
3,26.676755661668054
4,21.153267067532976
5,183.0689487074562
6,8.640573037969261
7,17.423351359372106
8,18.507756388081923
9,21.58928086367961
10,11.863552031075432
11,18.527945699715325
12,15.645734751142932
13,24.352994144575717
14,182.94918874406582
15,10.466156320563737
16,23.605145451456604
17,25.40234110603623
18,23.96009019764392
19,15.607513716552603
20,10.213888351686101
21,190.92511009020328
22,28.40612295103153
23,24.504394710116692
24,18.26120963771721
25,22.968727193508006
26,21.79094162031269
27,198.20713539046847
28,29.616504703361308
29,23.033199772107793
30,27.00424601381207
31,25.775887972942446
32,22.93395478653005
33,21.185667553917746
34,11.146327939566469
35,18.02638975601618
36,26.27572785213586
37,15.78441707819041
38,28.38086979729603
39,8.858125877380374
