task_Number,endpoints_location,bandwidth_demand
0,"[10, 7, 9]","[1.0108650873472311, 2.0517565801768383, 2.277708151117862]"
1,"[9, 8, 10]","[1.0690620721420183, 1.4447270171091975, 3.7884763870147564]"
2,[9],[1.8298673747717986]
3,"[10, 8]","[0.8111158593002578, 1.598405291826453]"
4,"[7, 10]","[1.6056317832584774, 2.272346784020691]"
5,"[11, 6, 10, 8]","[1.1197245724432872, 2.38717258732408, 0.39150726795974433, 3.051911510181581]"
6,"[11, 9, 6]","[2.5896225926520855, 1.3540573600614032, 2.0612887972724483]"
7,"[8, 6]","[2.6509310379491517, 0.3416130694110008]"
8,[6],[0.2595636395870875]
9,[10],[0.9459218486661909]
10,"[7, 11, 10]","[0.08098279230364858, 0.47568642910554926, 1.2832755627906272]"
11,"[6, 10, 9, 7]","[1.749782803918126, 1.6741375374993417, 1.6462547780723147, 2.1986303393363102]"
12,[10],[3.4994316376336894]
13,"[9, 10, 7, 8]","[3.9907789634725304, 2.352625672088637, 1.4682709392702196, 0.8226753466547361]"
14,"[11, 10, 6]","[0.44220888847015605, 2.450181283755307, 2.0400306966017423]"
15,"[10, 7, 8, 6]","[2.0359496870979727, 1.6541252248683889, 0.9284212194795398, 0.4795054703863958]"
16,"[6, 11, 9, 7]","[2.424187271575725, 0.8741275864335327, 0.548942516951531, 0.7363538245989241]"
17,"[10, 8, 6]","[1.8812373049893907, 2.264849505204203, 0.6845637346605291]"
18,"[7, 9]","[1.725128640089412, 1.3481358695652488]"
19,[9],[1.0988720191883408]
20,"[9, 11, 6]","[1.5776467660362987, 0.13005315604710033, 1.6370377887847596]"
21,"[11, 8, 9]","[0.8528128049013797, 2.054821990643622, 0.04941144009466869]"
22,"[7, 6]","[1.9401701134936105, 1.6907363506427897]"
23,"[6, 9, 10]","[1.4057212463242537, 1.0592714208929803, 2.0967046264515243]"
24,"[7, 11, 6, 8]","[0.13417365749656363, 2.2274810794245683, 1.7377682741755232, 1.1095226579837683]"
25,"[8, 11, 10, 9]","[0.20143794729786257, 0.28884395959100295, 0.4919055420937368, 0.15350349537430796]"
26,[10],[1.4513906123252025]
27,"[7, 9, 10, 11]","[1.483684069844165, 1.6835069568249266, 1.304526106652614, 0.8804529410674273]"
28,[9],[2.217575616695713]
29,[10],[1.6713233247754258]
30,"[10, 9, 11, 8]","[1.636822568803891, 1.8182584230901562, 1.1086408244899035, 1.5777640966204087]"
31,"[8, 6, 10, 11]","[1.5557047817045215, 2.675267956806887, 1.5279380690701858, 1.3486190815706145]"
32,"[10, 6]","[0.7801831989228456, 2.0683151936709594]"
33,[9],[1.42365384974849]
34,"[7, 10]","[1.1657268604944853, 0.22940123329164108]"
35,"[8, 10, 7]","[0.9824534211633237, 1.1344233270733926, 0.9930147456439493]"
36,"[8, 9]","[1.0221657919612912, 1.0277575161130659]"
37,"[8, 6, 10]","[2.0828480913931315, 1.753493732883551, 0.571075972945907]"
38,"[6, 10]","[1.4898468826816673, 2.128733455286292]"
39,"[8, 10]","[0.8294434650851117, 0.2066548830013596]"
