,valuation coefficient
0,21.660757909090588
1,21.41692384793292
2,20.546003977127363
3,29.475043548876
4,25.01436069959866
5,22.314018901210392
6,188.2439784352226
7,21.703838634757858
8,16.835072592948954
9,12.522773539719786
10,18.866759510918087
11,9.195153972815922
12,21.126938343076098
13,26.592267731063576
14,8.319208890079661
15,192.21125892520487
16,9.446708630215719
17,11.13597920989663
18,23.18894629643333
19,17.92305488227875
20,29.893390488229684
21,20.871527075978513
22,27.713692093574895
23,26.417346445885723
24,13.130677871559955
25,12.579016580705067
26,29.869219782232534
27,20.330733417612937
28,22.85176538386134
29,10.648934617209164
30,28.467843296433422
31,10.950247282736601
32,10.394908841375058
33,187.88125684486656
34,11.817185790704755
35,25.951587997622678
36,13.30106436305443
37,29.817109311748176
38,29.784428655769645
39,187.54716370904518
