task_Number,endpoints_location,bandwidth_demand
0,"[11, 9]","[2.3128722616011492, 2.6119647718030867]"
1,[9],[0.8750668516038465]
2,"[6, 10]","[1.4520078223164274, 2.862375925214957]"
3,"[8, 7, 9]","[1.5406069092407695, 3.1393053303286678, 0.5583913917609158]"
4,"[7, 9]","[0.9310938709836353, 1.8171076257980503]"
5,[6],[0.2701122906954475]
6,"[10, 9, 8]","[0.8230365496858261, 1.1951281639264921, 0.9956774828558502]"
7,[8],[0.7376125542127997]
8,"[8, 7]","[2.18409658193003, 1.1850533271842985]"
9,[10],[0.9327375580464777]
10,"[10, 6, 11, 8]","[0.3096704757462915, 1.759108888169806, 2.6112059964831404, 2.7298610935516914]"
11,[11],[0.5305660778380219]
12,"[7, 9, 11]","[0.7649564178715016, 1.641071757235244, 0.877602814426949]"
13,"[10, 9, 11]","[2.73477444959917, 1.761121207338237, 1.9458203496185242]"
14,"[7, 6]","[0.6890767501049049, 0.807800228278332]"
15,"[8, 9, 11]","[1.16020698913318, 1.54209019955386, 3.268361632575014]"
16,"[9, 8, 6]","[0.9579728961648153, 1.4325321549756909, 2.3497074944872107]"
17,"[7, 8]","[3.8891593595084784, 3.0823500635386964]"
18,"[7, 6, 10, 11]","[1.3682343821054304, 1.3924496599436877, 3.09991589297666, 3.1099138286228065]"
19,[7],[2.441954158129283]
20,"[10, 8, 9]","[2.154280966629499, 0.5788434736929865, 1.4653985308464286]"
21,"[10, 7, 9]","[0.24232156069916877, 2.3253916972909714, 1.5260331902410755]"
22,"[8, 9, 7, 10]","[1.786025072691689, 0.7142761877850461, 1.230518778512811, 1.2282349903502063]"
23,"[9, 6, 11, 10]","[1.2610072675038055, 0.3877430159199955, 2.0621966170787216, 0.37163192187151783]"
24,"[10, 7, 6, 8]","[1.8918659478189304, 0.598322170572321, 1.1483347780240867, 1.8169817434181645]"
25,[11],[1.3997962103880242]
26,"[6, 9, 7]","[0.27138306719697414, 0.9540853358250195, 2.587476417082228]"
27,"[9, 8]","[1.5314002969744376, 3.110392587763671]"
28,"[7, 6, 11]","[0.34627904488849226, 1.0446508060373632, 1.4441751121490942]"
29,"[11, 6, 7, 8]","[1.0905875728332421, 0.882747517789667, 0.9119983891388783, 0.013909016968166599]"
30,"[10, 6, 11]","[2.2247937196465895, 1.6406650746456548, 0.19386341867216939]"
31,"[10, 11, 9, 6]","[1.2602814058857164, 0.6612978756908614, 1.0611005634543917, 1.3330567514591423]"
32,"[8, 6, 11]","[1.9215769387471626, 1.1744873591382983, 2.70719281990964]"
33,[8],[0.878002611506182]
34,"[6, 9, 7]","[1.2287583654650451, 1.0351115012588936, 0.22088199952752918]"
35,"[8, 9]","[1.2129383405910055, 0.9282811185466374]"
36,"[6, 8]","[1.4810759009244456, 1.0897904491439987]"
37,"[10, 11]","[0.3601346003149517, 1.2535807778565273]"
38,[11],[0.7643958942749303]
39,"[6, 10, 7]","[1.8181447566270885, 1.4260462159697291, 0.8277480804229904]"
