,valuation coefficient
0,184.6923685130508
1,20.843432374542086
2,8.49393748187075
3,13.969936519045731
4,28.987946632974207
5,13.24716480594201
6,27.414147352745136
7,14.14357790891924
8,183.1615952172274
9,19.600684208198647
10,184.79253766511138
11,17.133708196347296
12,11.083434413051624
13,29.85292631528851
14,14.653561606816693
15,17.073963025521483
16,8.78710149893415
17,10.64121896670964
18,28.562553493075026
19,26.938668392027505
20,27.649481222816842
21,29.444605679018853
22,24.167557474059667
23,13.8565884727881
24,23.684424733270085
25,29.53363081460916
26,29.864895599734552
27,14.83450363128609
28,13.820458918418637
29,16.449523101360036
30,15.44959907373391
31,28.44704158482725
32,22.998493709999508
33,9.708935484599419
34,197.42118132182688
35,28.667983693305004
36,20.3546081943028
37,14.51580814649084
38,14.548675417769259
39,10.68040554554995
