task_Number,endpoints_location,bandwidth_demand
0,"[6, 9, 8, 7]","[1.022269987282409, 0.43933198458223655, 0.9388982558899537, 1.6360106634375886]"
1,"[6, 8, 7]","[0.7034365052342113, 1.9312714393366437, 2.823255102110301]"
2,[9],[2.6371725428282122]
3,"[8, 9, 6, 11]","[0.4602492700044786, 1.9096928735387821, 1.0618462266840305, 2.9154712524354247]"
4,[9],[1.0541980096422876]
5,[10],[0.07708705236166724]
6,"[9, 6]","[0.7656799239116183, 0.9561600583552362]"
7,"[7, 11, 6]","[1.8478867060782942, 1.6948626243551494, 1.1611427931027225]"
8,[9],[2.164367636896481]
9,"[8, 7]","[0.33548773471144433, 1.4470739554773577]"
10,"[7, 9, 11, 8]","[1.2195636837054495, 0.9551183340521754, 2.040540956587362, 2.119608840728647]"
11,[8],[1.1141141496833056]
12,"[10, 8, 9]","[0.42683308100326256, 0.07269080248978899, 0.8756371146307803]"
13,"[7, 6, 9]","[1.5957084963015644, 1.0010795766368987, 1.4334886743042152]"
14,"[11, 10]","[1.0273823332039278, 1.774341666020431]"
15,"[10, 6, 9]","[1.4673841854266625, 1.312362845294282, 0.4311227708355845]"
16,[10],[2.210867775169283]
17,"[10, 9, 6, 8]","[2.052672582727289, 1.3720456622902482, 1.766414327887858, 0.1303279172178644]"
18,"[9, 6, 7, 8]","[2.4903504654145436, 0.10449443105706058, 1.2170363255835839, 1.920616588618168]"
19,[10],[1.0206796609152753]
20,"[9, 7, 10, 11]","[1.6138724865193586, 2.414272353073126, 2.00406388744894, 0.71644804756321]"
21,"[11, 10, 6]","[0.8249387734250311, 1.2615717802844173, 1.062928630864916]"
22,"[11, 9, 10]","[0.8574685996872103, 2.30202296862896, 2.425766426530479]"
23,"[11, 8]","[2.118960257139235, 1.3553156123051149]"
24,"[10, 9, 6]","[1.058243574718285, 1.1831974877475468, 0.03557516643143466]"
25,"[7, 6, 10, 9]","[0.003890177713185561, 0.5435036762963157, 2.1352918824966194, 2.2401951259114874]"
26,"[7, 10]","[1.087485206674405, 1.2911194401825858]"
27,"[10, 6, 9, 7]","[1.0670961669707062, 0.1339517628976865, 1.5799970711559723, 0.5908604277014387]"
28,[10],[0.6358133855107391]
29,"[9, 6]","[0.9933746174277429, 1.5781561480668604]"
30,"[10, 9, 6, 7]","[0.9160946828721881, 0.5087691980923466, 1.6354231820877478, 1.494537024175926]"
31,"[7, 9]","[1.9763894586391335, 0.21771435044023957]"
32,"[11, 7, 10]","[1.9040320699214837, 1.4113707473200894, 0.9425068489142145]"
33,[6],[1.217644773690403]
34,"[8, 10, 11, 7]","[0.1602540610872233, 1.3628292782201101, 1.5122540699765157, 1.1476300424290844]"
35,"[9, 7, 11]","[1.3540250774440463, 0.8658149275732221, 0.31699653498652447]"
36,"[11, 10, 8, 7]","[1.3858962610577623, 0.30286148194579054, 1.461732838713823, 0.39006558042175876]"
37,"[6, 10, 11, 7]","[0.04978186875547963, 1.9736718644750666, 0.8464881792997438, 0.9833038849324002]"
38,"[9, 6, 10]","[0.1551706984465273, 1.805682767209437, 1.514219114402743]"
39,"[9, 7]","[0.2674854214478877, 0.7946285376232137]"
