data_link, bandwidth_capacity
"(1, 2)",3.92943596746862
"(3, 2)",3.92943596746862
"(8, 2)",3.92943596746862
"(4, 10)",3.92943596746862
"(7, 1)",3.92943596746862
"(3, 0)",3.92943596746862
"(2, 8)",3.92943596746862
"(9, 3)",3.92943596746862
"(6, 0)",3.92943596746862
"(2, 1)",3.92943596746862
"(3, 9)",3.92943596746862
"(0, 5)",3.92943596746862
"(1, 4)",3.92943596746862
"(5, 4)",3.92943596746862
"(3, 4)",3.92943596746862
"(2, 5)",3.92943596746862
"(1, 0)",3.92943596746862
"(10, 4)",3.92943596746862
"(0, 1)",3.92943596746862
"(0, 3)",3.92943596746862
"(11, 5)",3.92943596746862
"(4, 1)",3.92943596746862
"(4, 3)",3.92943596746862
"(5, 11)",3.92943596746862
"(0, 6)",3.92943596746862
"(5, 0)",3.92943596746862
"(1, 7)",3.92943596746862
"(4, 5)",3.92943596746862
"(2, 3)",3.92943596746862
"(5, 2)",3.92943596746862
