,arrive_time,finish_time,start_time,usage_time
0,0.41593443747687364,9,1,1
1,0.6662789627833543,9,2,3
2,1.020881539666203,10,3,2
3,1.0972378522258008,11,3,2
4,1.1942846158833154,11,3,3
5,1.2567153920750518,11,2,1
6,1.31408478173487,11,3,3
7,1.3377623506787528,11,2,2
8,1.6307047811396225,9,2,2
9,2.1647283294235473,9,4,1
10,2.3892433469051455,10,3,1
11,2.512849591625698,10,3,3
12,2.5499326526256016,11,4,2
13,2.631448495974139,10,4,1
14,2.996812876134075,11,4,3
15,3.0121416285995073,11,5,3
16,3.0913305250605294,11,4,2
17,3.3429937148835265,11,4,2
18,4.035019663471858,11,5,1
19,4.234963284022535,11,5,2
20,5.171160025357018,11,6,1
21,5.590790688036144,11,6,1
22,5.731702972368343,11,6,1
23,5.920192432271011,11,7,1
24,6.014424381923764,11,8,3
25,6.021133114626169,11,8,1
26,6.454746004955415,11,7,2
27,6.559325420882364,11,7,2
28,7.06523864213154,11,8,3
29,7.152025170066445,11,9,1
30,7.312243453837555,11,9,1
31,7.4193067540940145,11,8,1
32,7.9059935202223315,11,8,2
33,8.212812049578435,11,9,2
34,8.438603128299562,11,9,1
35,8.66637042850398,11,10,1
36,9.076131583950552,11,10,2
37,9.314494030471506,11,10,2
38,9.84725595595099,11,11,1
39,9.858423635165023,11,10,2
