,arrive_time,finish_time,start_time,usage_time
0,0.1483086187864724,6,1,1
1,0.8450470033522139,11,2,3
2,1.3079281899021988,11,2,3
3,1.6563927976816983,9,3,2
4,1.8669865769027416,10,2,1
5,2.4028073967659216,11,4,2
6,2.5438482528874475,11,4,2
7,2.7034133622904175,11,4,2
8,2.8164643488146126,8,3,1
9,4.048444219400186,11,6,3
10,4.195546494498171,11,5,2
11,4.354211512129426,11,6,3
12,4.44568682816826,11,6,2
13,5.028311147323427,11,6,1
14,5.449651573664799,11,7,3
15,5.449798456353413,11,7,3
16,5.495901483251947,11,6,3
17,5.674020878549452,11,7,1
18,5.683423614857473,11,6,1
19,5.709657975569612,11,7,3
20,5.755367817000149,11,7,2
21,5.897133659379362,11,7,1
22,6.264938663082908,11,7,3
23,6.272335242881981,11,8,1
24,6.875262172280058,11,7,3
25,6.948902834063999,11,7,3
26,6.990544315687254,11,8,2
27,7.043274694483036,11,9,3
28,7.045243537702274,11,9,3
29,7.170745974178661,11,8,2
30,7.473571729984699,11,9,1
31,7.73780051397835,11,9,1
32,7.858043176881741,11,9,2
33,8.333696809509783,11,9,3
34,8.352570760793421,11,9,3
35,8.797673888650795,11,10,2
36,8.829835111062177,11,10,2
37,8.976504435090021,11,10,1
38,8.997469463969857,11,10,1
39,9.01313487416104,11,11,1
