,valuation coefficient
0,14.763296294163693
1,26.54661399923047
2,27.068522793587846
3,14.582530148084532
4,26.132920070634718
5,26.863373541950455
6,8.419115185556638
7,194.56499314715825
8,23.53362525579721
9,16.569733751707375
10,10.208057937602009
11,14.42388693100538
12,26.506285399628155
13,26.703860020320604
14,13.329618124196623
15,19.00824524547506
16,19.068809907840354
17,20.301154970825575
18,21.21869294211067
19,14.122189085411584
20,14.891254682573216
21,21.05524125866061
22,27.99273893848475
23,15.468702739861431
24,9.382402556817754
25,21.6612710119871
26,199.47301340151267
27,25.846584227942788
28,20.715589171738827
29,12.413272171905817
30,9.646533376413927
31,8.86624993422961
32,11.895684023520076
33,192.2098393559088
34,196.42082231772918
35,16.420038580915794
36,15.082413172880392
37,17.82150209310041
38,26.852206061208346
39,9.885531669188287
