task_Number,endpoints_location,bandwidth_demand
0,"[6, 8]","[0.9420273102363391, 1.575630401924573]"
1,"[10, 8, 11]","[2.8082493038562797, 1.1596775442223235, 0.2839784340222685]"
2,"[11, 8, 9, 6]","[2.0750553976015174, 0.5949245843318929, 2.246663320705249, 1.3695608363666258]"
3,"[10, 11, 7]","[0.6815896505999598, 0.853027924794883, 0.9180333858975285]"
4,"[7, 6, 8]","[1.8622228126995424, 0.5675207191264716, 1.855225400823378]"
5,[7],[2.2081646325133004]
6,"[9, 10]","[2.3002510491086907, 1.12436544438695]"
7,"[7, 11, 10]","[0.22299576916492936, 1.0773397485440401, 1.613201580234441]"
8,[7],[2.058811035650514]
9,[10],[1.5926876853419545]
10,[7],[2.0846079496984835]
11,"[7, 9]","[1.9487772635353644, 1.3988301864257204]"
12,"[6, 7]","[2.7243385365932413, 0.12903969358855394]"
13,[10],[0.9503582969212805]
14,"[8, 10, 7, 11]","[0.4155585331342849, 0.8533633003645664, 1.4829406773956222, 0.8615038008063706]"
15,"[11, 8, 7, 9]","[2.1678300436610654, 1.4844891627856813, 2.2526680465451916, 0.22013295706499114]"
16,"[9, 8]","[2.7331635883126237, 2.450632849904197]"
17,[10],[0.5452322927216746]
18,[7],[0.2649662002383555]
19,"[9, 8]","[1.1147818886488656, 1.2830847637242933]"
20,"[7, 10, 9]","[2.9885021475585685, 0.527603389174015, 1.465207735628982]"
21,"[11, 10]","[0.527645255304489, 1.756633577251083]"
22,"[11, 9, 8, 6]","[0.5310719484594021, 1.629381721652618, 0.5320519509671799, 2.1544789363687915]"
23,"[10, 7, 8, 9]","[2.089847827199101, 0.6167598784649904, 0.8915034826870127, 1.18678925063432]"
24,[8],[0.5400740354157474]
25,"[10, 11, 7]","[1.8607400612666856, 1.6188151485307343, 1.2298323070677937]"
26,"[6, 11, 9]","[2.1720024309276065, 0.8781408114338884, 0.14496852141784622]"
27,"[10, 8, 6]","[2.3099301644783665, 3.0878023867453672, 0.4248747586615136]"
28,"[6, 7]","[0.8476416361750361, 0.9436026045516355]"
29,[6],[1.6714793920083206]
30,[10],[1.0489603465859292]
31,"[8, 9]","[0.009114409748173458, 1.3066648033374946]"
32,"[11, 9, 8, 7]","[1.2651626131844376, 1.1056274283856493, 1.9673375802702249, 2.0879800318169535]"
33,"[8, 9]","[1.0100303704700588, 1.7881166448636807]"
34,"[7, 6]","[1.1996047594524057, 2.604696784310362]"
35,"[10, 7]","[1.1353132316025953, 1.1468029672724969]"
36,"[6, 10]","[1.0521168020915999, 1.6352975873731106]"
37,[6],[1.6428105344375687]
38,[8],[0.5731394469899109]
39,[11],[2.4477900342182584]
