data_link, bandwidth_capacity
"(1, 2)",5.482287697121547
"(3, 2)",5.482287697121547
"(8, 2)",5.482287697121547
"(4, 10)",5.482287697121547
"(7, 1)",5.482287697121547
"(3, 0)",5.482287697121547
"(2, 8)",5.482287697121547
"(9, 3)",5.482287697121547
"(6, 0)",5.482287697121547
"(2, 1)",5.482287697121547
"(3, 9)",5.482287697121547
"(0, 5)",5.482287697121547
"(1, 4)",5.482287697121547
"(5, 4)",5.482287697121547
"(3, 4)",5.482287697121547
"(2, 5)",5.482287697121547
"(1, 0)",5.482287697121547
"(10, 4)",5.482287697121547
"(0, 1)",5.482287697121547
"(0, 3)",5.482287697121547
"(11, 5)",5.482287697121547
"(4, 1)",5.482287697121547
"(4, 3)",5.482287697121547
"(5, 11)",5.482287697121547
"(0, 6)",5.482287697121547
"(5, 0)",5.482287697121547
"(1, 7)",5.482287697121547
"(4, 5)",5.482287697121547
"(2, 3)",5.482287697121547
"(5, 2)",5.482287697121547
