,valuation coefficient
0,8.448276457198808
1,192.7976547049747
2,22.48098486265845
3,20.903511335782817
4,25.377185026004618
5,196.25029565120883
6,17.80387201686547
7,19.42180834669687
8,18.098652097587255
9,26.44574212950175
10,22.206955528607544
11,10.639256750255456
12,22.103138053855254
13,27.23055466400213
14,186.69626199406017
15,25.567127452168037
16,25.25394625090958
17,24.59663096783951
18,28.111052022539912
19,19.376794540293417
20,22.140822980140058
21,19.233658105258126
22,8.730158203017227
23,19.23715188688031
24,24.579949574406896
25,22.27906888372151
26,19.72121342384304
27,26.676951626059225
28,10.426775411844087
29,190.6915803078157
30,12.411564779486625
31,16.77712242076094
32,24.45420508150853
33,13.605173658751472
34,28.507752533727302
35,23.77466286666533
36,26.83257821101238
37,11.53109682138465
38,9.178487879893476
39,8.288542881012027
