,valuation coefficient
0,12.951335024528834
1,15.439030283899442
2,11.983751109944809
3,8.593158996276248
4,181.98375743009126
5,20.926628211816947
6,20.302400530174733
7,199.3541398905683
8,11.425030849871394
9,28.572379080812564
10,25.119066520791407
11,12.441302623444948
12,27.897016014831745
13,18.34729589469475
14,28.437513371572575
15,12.079258119070488
16,11.147417050206881
17,15.620930752992162
18,13.641221877112681
19,14.514722395212868
20,13.095124142246064
21,23.22258076846436
22,23.569120038170976
23,26.11064442859134
24,23.097165669006163
25,26.73250212195792
26,197.39203603008878
27,13.540663952400028
28,13.693409430798766
29,186.80802403689424
30,28.76665966319385
31,24.72746778266582
32,19.324846975393083
33,27.842986796032815
34,21.85624088482087
35,13.85358947199217
36,17.7804066898493
37,14.419257140664318
38,17.138006446018906
39,24.872481109768305
