task_Number,endpoints_location,bandwidth_demand
0,"[11, 6, 10]","[1.541349148423024, 1.1178996530377652, 3.496298035566743]"
1,"[8, 9, 7]","[1.1915657644911184, 1.085674309392452, 1.609248729786614]"
2,"[7, 6]","[1.1379464497176162, 0.7274131702683548]"
3,"[11, 7]","[1.6139891428812287, 0.4188580372703602]"
4,"[10, 7, 9]","[1.8986335868282753, 0.09230699881831117, 1.5388031197718235]"
5,"[9, 8, 11]","[1.388567182535655, 2.4005209184289322, 1.937940183797397]"
6,"[7, 8]","[0.8726165655310363, 2.164294655555213]"
7,"[7, 6]","[2.4573352065710985, 1.450239098218765]"
8,[9],[3.4473776493746753]
9,"[8, 6, 7]","[1.2437717299362256, 1.1472276749023893, 0.8669530976431572]"
10,"[7, 9]","[1.154622258320801, 0.9402552236429351]"
11,"[7, 11, 10]","[1.580384702125047, 0.7176358360328385, 0.3128461434064097]"
12,"[6, 7, 9, 8]","[0.5875175143184923, 1.20617924329701, 1.4858979104845638, 1.3385060872525179]"
13,"[6, 9]","[2.7161286733456445, 0.19261028900632549]"
14,"[11, 9, 10, 7]","[1.8627463322254343, 1.9165655829484185, 1.9786671913381868, 0.3723565929737792]"
15,"[10, 6, 9]","[1.5646363807654482, 1.2479313110314945, 0.18306128717550751]"
16,"[7, 9]","[1.3752441086789102, 0.09865636584739068]"
17,"[6, 7, 10, 9]","[1.0183635798546324, 2.301942436401676, 1.342991180754019, 1.870060046703526]"
18,[8],[1.3142227411325864]
19,"[11, 6, 7, 10]","[1.24699845441293, 1.6406681981491014, 1.2376415767942386, 0.21695834068307085]"
20,"[10, 11, 6]","[0.8002455866851732, 0.4614348694916167, 1.854127534356893]"
21,[9],[0.45614155211822516]
22,"[8, 11, 7]","[1.4611661612225086, 1.5612181247726182, 0.18322728943153477]"
23,"[9, 8]","[1.4162807418942718, 2.3812804710170363]"
24,"[10, 6, 9]","[1.8826133229089324, 0.10499953077545998, 0.34243451284836035]"
25,"[11, 8, 10]","[1.694985597512527, 0.2799045279475312, 1.1244629259638343]"
26,[10],[0.7896108033492906]
27,"[10, 11, 9, 6]","[0.5027496752987954, 1.5210945291373843, 0.3511543592862496, 2.143865502809449]"
28,[8],[1.7773438526138141]
29,"[8, 9, 11]","[3.011845114606141, 1.2759089713550549, 0.7105157900963482]"
30,"[9, 11]","[1.0672072019927366, 0.21751319914364908]"
31,[6],[1.9283763410454502]
32,"[11, 8, 9]","[0.3263338646906987, 2.296197154121975, 1.8779043966475788]"
33,"[7, 9, 8, 6]","[2.0122743279470843, 2.362447995422878, 0.3781061349360939, 2.189762813006518]"
34,[6],[2.2193580973162277]
35,"[8, 7]","[0.8308471496338026, 1.231091596553093]"
36,"[10, 9, 8]","[2.461457580936416, 1.5858399112406685, 0.12001992188260013]"
37,"[6, 10, 11]","[1.2976272644722873, 3.2785374080943686, 1.5520266949730654]"
38,"[11, 8, 7, 6]","[1.6957043210255107, 0.9459259125143092, 0.16892048806168514, 0.3260281202343319]"
39,"[8, 10, 7]","[1.2059051723307188, 0.5719206102152454, 1.5444889672851578]"
