task_Number,endpoints_location,bandwidth_demand
0,"[9, 8]","[4.264333958259773, 1.666527594330158]"
1,"[6, 9]","[0.14253570303169394, 1.8276638915826902]"
2,"[6, 8, 11, 10]","[0.1996767366293415, 0.841460427188436, 1.5116912844047103, 0.20053910854274015]"
3,"[7, 11]","[1.1595840770425667, 0.9017391929582792]"
4,"[11, 10, 9]","[0.6821720508267898, 1.6059205430152619, 1.9418105368780045]"
5,"[9, 7]","[1.2433998667862483, 3.0055278362860904]"
6,[7],[0.6609312174619653]
7,[10],[1.762656985102303]
8,"[6, 7, 9, 8]","[0.6688232021290693, 2.259375238822215, 1.8923767516390795, 0.8453855972633908]"
9,"[10, 7]","[0.45739078472188566, 2.6289765009962798]"
10,"[11, 9]","[2.1676018751705675, 0.4375680877832957]"
11,"[11, 6]","[2.44755098050733, 0.9726053192518558]"
12,[6],[0.22977434644727623]
13,"[11, 9, 8, 7]","[1.9643228319808528, 0.5501481913188276, 2.7423690539092993, 1.9477019393827069]"
14,"[11, 6, 7]","[2.18459308421885, 2.1476708026874363, 1.1506146921373883]"
15,"[6, 7, 11, 8]","[2.2085882187332926, 1.5253642083850751, 0.14000433041979676, 1.4999487551916115]"
16,"[8, 6, 9, 10]","[1.0458324831779322, 2.7263236744826855, 0.89965336817317, 0.3917125443923577]"
17,[7],[1.0563442197277675]
18,"[10, 9, 8, 6]","[0.43703023123329277, 0.6789690929665982, 1.2249951912280939, 1.4233496860854593]"
19,"[11, 7, 9]","[1.629116644410478, 1.0519507769535281, 0.1415682473787273]"
20,"[8, 6, 10, 7]","[1.4373351621276838, 0.23683262467900112, 0.3712418964855665, 0.5526251731269497]"
21,"[7, 8, 6, 11]","[1.646332649862487, 0.887636177511669, 3.196681025971445, 1.3429346055354965]"
22,"[10, 11, 7, 9]","[0.9771591963139695, 0.9174889134387343, 0.06341919459894696, 0.10103342246422053]"
23,"[11, 6, 9, 10]","[0.40007445867926184, 0.44199073287103163, 0.48223590266408245, 0.04926040851096736]"
24,"[7, 9]","[3.8755413390219147, 1.4811405330821314]"
25,[10],[0.6303190282239066]
26,"[9, 11]","[0.9247091505878254, 0.55652361957599]"
27,"[9, 7]","[0.6603529126535778, 0.3555084055215484]"
28,[8],[2.350398334496261]
29,"[8, 7, 11, 6]","[0.2074183202006249, 1.7410222928416084, 0.9780575546763725, 0.3528322038031494]"
30,"[11, 6, 8]","[1.2458970726577017, 0.5856819503327314, 2.1619751970516843]"
31,"[6, 11]","[1.3440282027230088, 1.1002291453362567]"
32,"[7, 8, 9]","[0.5224633360395008, 0.00912498860773081, 0.5163736400532595]"
33,"[7, 9, 8, 6]","[0.7686315618927141, 1.7866806613399477, 1.0710132063358897, 1.395926946110745]"
34,[9],[0.7675991818047997]
35,[10],[1.501368621740866]
36,"[7, 10, 6, 9]","[1.5774899601919268, 1.3040231550099668, 1.7742879286109035, 0.33773881773010506]"
37,"[10, 8, 11, 7]","[1.5067788515454836, 1.0234683785552274, 0.5307576104297074, 2.3277844776495233]"
38,[7],[0.07637342423021265]
39,"[7, 6, 10]","[0.1688120832297738, 1.5905145373681695, 1.731240671564385]"
