,valuation coefficient
0,21.19759718846082
1,18.541127621379967
2,18.57003827642969
3,9.628696982542248
4,17.261238138608796
5,193.30211450420904
6,13.937063797920661
7,25.344733256470477
8,28.069850477601307
9,9.022807463920907
10,28.604805300195615
11,28.89769302275722
12,19.966790975650106
13,196.80179494164182
14,11.861145536879778
15,21.43258836387797
16,19.433198359349806
17,8.637962188193207
18,23.38523405307566
19,29.10129547353375
20,9.117063562695
21,14.150462068627938
22,19.682662891885776
23,12.807919925744116
24,8.059003363000505
25,184.96230126652497
26,14.13026273737075
27,20.76535772232996
28,23.42321326217916
29,21.270591963381662
30,12.062074082386069
31,15.613989318858376
32,23.535460787857176
33,9.6690436231364
34,10.227577329162415
35,16.19478959548531
36,20.581816457853677
37,187.53817451793867
38,29.442117490900714
39,9.088207722668848
