data_link, bandwidth_capacity
"(1, 2)",4.915297235382311
"(3, 2)",4.915297235382311
"(8, 2)",4.915297235382311
"(4, 10)",4.915297235382311
"(7, 1)",4.915297235382311
"(3, 0)",4.915297235382311
"(2, 8)",4.915297235382311
"(9, 3)",4.915297235382311
"(6, 0)",4.915297235382311
"(2, 1)",4.915297235382311
"(3, 9)",4.915297235382311
"(0, 5)",4.915297235382311
"(1, 4)",4.915297235382311
"(5, 4)",4.915297235382311
"(3, 4)",4.915297235382311
"(2, 5)",4.915297235382311
"(1, 0)",4.915297235382311
"(10, 4)",4.915297235382311
"(0, 1)",4.915297235382311
"(0, 3)",4.915297235382311
"(11, 5)",4.915297235382311
"(4, 1)",4.915297235382311
"(4, 3)",4.915297235382311
"(5, 11)",4.915297235382311
"(0, 6)",4.915297235382311
"(5, 0)",4.915297235382311
"(1, 7)",4.915297235382311
"(4, 5)",4.915297235382311
"(2, 3)",4.915297235382311
"(5, 2)",4.915297235382311
