task_Number,endpoints_location,bandwidth_demand
0,"[8, 6, 9]","[0.8257555389697638, 0.7256532344893364, 1.1208153747836513]"
1,"[10, 9, 6]","[0.19586090965207759, 0.7862158970235522, 1.37999751184516]"
2,[10],[0.7308244340610193]
3,"[9, 10, 8]","[0.9867236829157653, 2.0902204540471914, 0.18517758492386516]"
4,"[10, 11, 9, 7]","[0.5146579317947955, 1.3281294888382142, 0.5668870946258819, 1.1323802430984347]"
5,"[7, 6, 10, 9]","[0.8116156511195204, 2.5916021583729445, 1.585810827274782, 1.2036753920150416]"
6,"[9, 7, 6, 11]","[1.0151829892362791, 0.22310746398544712, 0.34894493649535174, 2.059136965866429]"
7,"[10, 9, 7]","[1.3313596550480171, 2.7455145958172684, 1.735979171107504]"
8,[9],[0.6650305389043154]
9,"[10, 11, 8, 9]","[1.885409460570077, 1.4220189735373365, 1.4153908623475373, 2.4312716601925803]"
10,"[7, 9, 6]","[0.4185969880983067, 2.146056906486957, 2.8958368587156134]"
11,"[6, 10]","[2.2579439688721656, 1.1776249187145689]"
12,[6],[1.8957226386453878]
13,"[7, 6, 11, 9]","[0.682413994737702, 0.6857182325911363, 0.353633004985764, 1.248173602134517]"
14,[8],[0.49925245862297574]
15,"[6, 10]","[1.4959409810501503, 1.84055648162373]"
16,"[10, 6, 11]","[1.057889461763187, 0.6204163664673962, 2.0539531037975376]"
17,"[6, 10, 9, 8]","[1.4708833935688042, 1.249603383000252, 4.052422458669998, 3.779112661317453]"
18,"[11, 8]","[1.3848107911787175, 0.29947244491513225]"
19,"[8, 10, 9, 6]","[1.6316791160955622, 1.6501252883019042, 1.3302413031295883, 1.7909384350031359]"
20,[7],[0.1123951527975735]
21,"[6, 8, 11, 10]","[1.5095732366039505, 0.22472876575004697, 1.146685502850458, 1.514034348699326]"
22,"[8, 11, 7]","[0.8339924918462371, 0.1824410666263726, 2.913454254826945]"
23,"[11, 10]","[1.0029852937520023, 1.2324216683101428]"
24,"[6, 10, 11, 7]","[1.8232602510314102, 0.952330009123727, 1.3551952236888143, 1.611935762972934]"
25,"[9, 8, 11]","[0.9053030563097179, 1.9210007051169713, 1.4337093913131056]"
26,"[6, 9]","[1.73915805123746, 1.1097154340580497]"
27,"[9, 10, 6]","[1.6279072397982162, 0.4264603584132447, 2.322165737988756]"
28,[8],[1.9092752379945885]
29,[7],[2.2935006603292685]
30,[11],[1.577267486138798]
31,"[6, 7, 8]","[2.570200961398148, 1.2070147111442855, 1.1827109891713556]"
32,"[6, 10, 9, 7]","[0.6118115968735776, 1.8423443843287064, 0.9440637076825272, 0.23695981226923202]"
33,"[10, 6]","[2.1551777927160938, 1.4507642319606158]"
34,"[7, 6, 10, 9]","[0.5107988186025689, 1.6437279495678951, 1.8469425507416917, 2.0161692485285263]"
35,[7],[2.032380473895591]
36,"[11, 6, 8, 10]","[0.7447911738876849, 1.0395285152714973, 1.471903462077984, 2.258480530109132]"
37,"[11, 10, 9, 7]","[1.2775440246262064, 0.05624978937203473, 0.8402917720379613, 2.5288358912983]"
38,"[11, 9]","[0.6844281805678438, 0.5338414924710142]"
39,"[8, 9, 6, 11]","[0.9617019807058099, 1.2983113072242478, 0.7684470631070673, 0.06284401068396817]"
