,valuation coefficient
0,16.054952203529787
1,28.611731687029184
2,27.911509500421996
3,8.332725545372112
4,29.195818479839478
5,22.253268048751004
6,19.80841627132896
7,27.109563858638918
8,17.153766651009
9,19.011168518564332
10,29.573437184549064
11,199.3799176894162
12,25.032295247356924
13,10.044325686766424
14,11.709626911982332
15,9.073359073399093
16,196.910091482573
17,10.219795135519204
18,12.070684090802004
19,21.503620216808212
20,29.194064080388404
21,10.215890179728264
22,28.733178051305394
23,28.341849084993452
24,15.209729516265492
25,20.526552311399676
26,29.195341293143045
27,26.419322446569222
28,23.137712314722982
29,11.594903420503616
30,23.26991865172841
31,8.803222786388087
32,8.815642363933206
33,188.80411563530646
34,12.994857487121601
35,17.793675850345256
36,10.01495868425454
37,23.1881692759295
38,28.75693261810011
39,180.60923682987595
