,valuation coefficient
0,20.834141791782102
1,9.416515352595757
2,16.70152432010625
3,8.950848159355749
4,18.49779481756842
5,20.211392129870298
6,15.305414158077209
7,26.345816887232694
8,17.128242004501793
9,29.93593128270052
10,24.519942870569004
11,23.740162307865212
12,189.21978399058543
13,29.09540107888542
14,11.250625362790627
15,27.71195405203775
16,14.391296506788326
17,195.88977943288035
18,185.45754692335998
19,23.945759031175783
20,20.772237652199962
21,12.808296439465071
22,28.42634492233418
23,18.615365547397793
24,23.688933043797938
25,21.37472235485994
26,12.494764849613134
27,29.900824274456962
28,23.542193515176784
29,17.868592772193466
30,190.03199956503425
31,19.704107850653067
32,26.111320815555096
33,20.48262361851092
34,18.12644183113239
35,23.742954012217503
36,22.698212581912816
37,15.115762136133057
38,14.20417013919645
39,13.821554815971776
