,valuation coefficient
0,9.914829820964847
1,15.372016194859826
2,28.776381323958482
3,22.804045056875033
4,26.788576624248382
5,14.234879179535172
6,13.284565695189627
7,9.321637042586254
8,19.515311627367453
9,17.434424272776642
10,25.296592684069125
11,12.524359271104228
12,27.037153141989617
13,20.33761760641559
14,24.16487089152682
15,9.550782797750122
16,24.726789581611598
17,18.383346530680548
18,23.611591043274718
19,14.61935290103495
20,10.583359967540225
21,184.5320072368226
22,16.91042164910521
23,12.94556825717639
24,26.321318961575624
25,18.894718279151387
26,27.621778667641035
27,22.031094065581602
28,29.720129438949453
29,198.82121911144918
30,22.950507737141702
31,20.296346248029387
32,196.54747420882094
33,27.76242976708728
34,15.64435722017079
35,192.17865166134627
36,17.851763397366618
37,14.27557463195659
38,13.644693602310573
39,26.38939622319857
