,valuation coefficient
0,8.587910602771833
1,17.18213864114712
2,181.2926816158515
3,17.618304918828372
4,26.938049634164074
5,20.963758201053476
6,25.73326033559758
7,14.71776289573025
8,15.519263738688666
9,26.2622686487964
10,15.649793409379633
11,8.897286009295259
12,187.41411399970713
13,198.94544133364718
14,18.79561605827044
15,15.605154273922697
16,22.41968495974146
17,17.512412155227306
18,15.732343559492772
19,20.598640423465483
20,10.420040673775915
21,27.275420932605773
22,8.82068506187723
23,10.943998251039561
24,25.096875797782047
25,13.177845066479307
26,29.871085986013732
27,15.932240614177624
28,8.416802199574176
29,15.114181447354309
30,13.731532543264382
31,22.690652084838042
32,12.276192068110866
33,13.0597653608564
34,9.604930506411543
35,13.675538458015842
36,8.926932566387466
37,199.60588661221118
38,8.758029170516068
39,23.976090160995057
