,valuation coefficient
0,16.07710736401761
1,23.31684699244984
2,22.704960412150243
3,16.36266221592651
4,25.10359033586245
5,23.608978288466304
6,23.65627304667475
7,20.450411836892943
8,18.166821132516173
9,26.87025388619476
10,22.684965587000214
11,196.8398756036504
12,23.935310873103887
13,20.48828605877466
14,21.174940939619752
15,22.57332193711727
16,25.425518950852346
17,27.588643429250535
18,15.685297827607435
19,190.1822609891723
20,25.128717364823537
21,13.493228086917213
22,28.419770164083783
23,23.817295746921683
24,21.098944861015116
25,19.071929491180867
26,18.72062437801575
27,13.343557701741272
28,24.445308074338218
29,184.4463349107414
30,25.38879828684934
31,25.162257483798847
32,10.995964087777574
33,8.863843384894267
34,20.067901131374374
35,189.8648720416948
36,14.263141144542068
37,26.87042099172632
38,9.259053891046568
39,22.237999860141045
