,valuation coefficient
0,19.763190401726458
1,22.171660983549597
2,12.422835437917836
3,28.602110894223102
4,27.38738883363981
5,25.41785940925946
6,14.80230509823653
7,186.21561634105223
8,24.073711492490716
9,27.600064586389845
10,14.704410244763597
11,27.364361083465717
12,18.46965368356328
13,15.003140061797865
14,23.22411162012544
15,8.394674107826203
16,28.307743175104253
17,21.86887550863034
18,183.28202059555977
19,11.976060050245607
20,26.44082678986308
21,20.902921970099733
22,14.010372307160791
23,22.434094196314287
24,28.304638570052273
25,25.556683380735702
26,9.158550465326076
27,13.234385014604149
28,198.64578594121255
29,189.12852672221513
30,12.024221126233112
31,9.404005587160269
32,11.838666091125226
33,11.406889489378297
34,28.20095732082159
35,17.94382297741086
36,10.493940439589231
37,13.2112940960226
38,20.507172792783862
39,21.269115498334813
