task_Number,endpoints_location,bandwidth_demand
0,"[7, 11, 6]","[1.643625311333217, 0.8222313175091777, 0.3750702658274294]"
1,"[11, 9, 10]","[0.434275568338123, 0.7360311260643868, 3.3394866554372657]"
2,"[7, 10, 11]","[0.19909309344710235, 1.5429959737733951, 3.456007280571835]"
3,"[6, 10, 8]","[0.5624528706365548, 2.559261188324204, 1.1507305075552194]"
4,"[9, 6]","[0.19136386112592163, 1.5977692776843817]"
5,"[8, 10]","[0.7108514592985504, 1.276843514773102]"
6,"[9, 11, 6]","[4.189486427223834, 0.6825945830146929, 1.0206045254072769]"
7,"[11, 8, 10]","[1.7802698932557846, 0.10963794376704195, 0.34697753280679167]"
8,[8],[0.06518456569489817]
9,"[9, 7, 11, 10]","[1.546121472612934, 1.2232538003513076, 1.7107047312814698, 0.5146454191019774]"
10,"[6, 7, 8]","[0.31834588159810306, 1.4069766518020645, 1.5566361973521423]"
11,"[11, 7, 9]","[0.52976915209706, 1.6684695831395717, 0.7351832962926277]"
12,[7],[0.9815104704809]
13,"[10, 7, 6]","[1.7711285527967762, 2.2145104121264407, 0.8704956997405431]"
14,"[10, 9, 7, 8]","[2.389387857724314, 1.0367213951375531, 0.24907563737322014, 2.0963560476270358]"
15,"[8, 11, 10, 9]","[0.5848247241118416, 1.4574904189625504, 1.1750518402356303, 1.6315162435071298]"
16,"[10, 9, 8]","[0.21881578579833072, 1.9871513706609072, 1.9013490212889783]"
17,[10],[3.5301197401094697]
18,[7],[1.4197105672554313]
19,"[10, 11]","[1.4437512066288585, 0.9838416449501023]"
20,[10],[2.225636346107052]
21,"[6, 11, 7]","[1.1173600786340228, 0.6365153247716799, 1.2912947508828392]"
22,"[9, 6, 7, 11]","[1.0213786907271805, 0.5195582963636165, 1.657254027596375, 0.501499372667336]"
23,"[7, 8, 10, 6]","[0.9387970318497237, 0.4709508300522369, 1.3849404004761763, 1.706932005694667]"
24,"[8, 6]","[1.9178014517048485, 1.6227191346169394]"
25,"[6, 9, 10, 11]","[2.8341118841532413, 0.16251687822539473, 1.0594436361605468, 2.0191790662863207]"
26,"[10, 9]","[0.5564127016883403, 0.8410602788973705]"
27,"[10, 7]","[0.7386315035427597, 1.2986444228751934]"
28,[7],[0.21732056269084488]
29,"[9, 6]","[1.203304547666371, 0.8292454447695684]"
30,"[7, 10, 9]","[1.2506985785923859, 1.9238739489067576, 1.456027744139096]"
31,"[9, 6, 10]","[3.260565347136178, 2.3268832061109856, 0.8522393766395862]"
32,"[8, 7]","[1.3539921207381937, 1.7482100923610995]"
33,[9],[2.535090692549015]
34,"[6, 7, 8, 11]","[1.0881353338332826, 1.7435899276323525, 1.9925863871814191, 1.6732406973174343]"
35,"[9, 7, 6]","[1.5488599886353338, 0.4074208999825376, 1.2684895076591234]"
36,"[9, 10, 7, 6]","[0.8650386535564375, 2.3660519314908113, 2.2163407622434486, 1.7754644837745173]"
37,"[11, 8]","[1.1577823061952546, 2.4715599354793785]"
38,[10],[0.4185929165688368]
39,[6],[0.862988992264323]
