task_Number,endpoints_location,bandwidth_demand
0,"[9, 6]","[1.8958427753165024, 1.6867962931924962]"
1,"[6, 7, 10]","[0.5222913277312432, 1.0095173937815984, 0.9598265349894868]"
2,[7],[1.2888279130206604]
3,"[8, 6, 10, 7]","[1.103932979260914, 0.8306949190117415, 1.094955337748099, 0.13567889074523098]"
4,"[7, 8, 10, 9]","[0.4890643483508996, 2.6520314772772258, 1.5598674269008277, 3.0812349967176202]"
5,"[7, 9, 11, 10]","[2.2034040299981488, 1.7912725841501027, 0.055118393238522856, 0.7519933932875131]"
6,"[7, 6]","[3.470485791668765, 1.1281758210482782]"
7,"[6, 11, 9]","[2.0440535490272227, 0.623021611528117, 0.215624592460551]"
8,"[8, 9, 7]","[1.2263035359421872, 1.7703762794216984, 1.9446632419624506]"
9,"[10, 8, 9]","[0.8070978275334574, 1.8032562462403647, 1.1576280558945753]"
10,"[9, 10]","[1.7922607764464358, 1.4887129610761245]"
11,"[8, 9, 7]","[3.162743284748258, 0.48714690870836364, 1.8090319853887942]"
12,"[7, 9, 11, 8]","[1.2562151933217862, 2.2620641209402077, 1.5475388247676425, 2.5301878425655477]"
13,"[7, 6]","[0.6943941076095925, 2.2836674166247137]"
14,"[8, 9, 7, 11]","[0.6674230369087097, 0.6406326769962873, 1.4553521594657144, 1.0076883566487396]"
15,"[9, 10]","[2.3184806097563513, 1.9698209612832462]"
16,[6],[0.5823167008082595]
17,[11],[0.26227577385493916]
18,"[6, 9, 10]","[0.6242951337284388, 1.5538362676177995, 1.6145586671195082]"
19,"[7, 11]","[0.34626925791672125, 1.8675093552024997]"
20,"[8, 11]","[1.3563507959608576, 0.8053704242360786]"
21,"[6, 8]","[0.198767225866901, 1.354781280795706]"
22,"[6, 7, 11]","[1.6799007848523186, 1.726675902378159, 1.5728091845877055]"
23,"[10, 9, 6]","[2.858579890099973, 0.10377258936576872, 0.10667546173218234]"
24,[7],[1.7366508988704314]
25,"[8, 9, 11, 7]","[0.7749073432649358, 1.871194167352964, 0.7540801427910682, 1.7377199764322648]"
26,[11],[3.680171376487628]
27,"[11, 9, 10, 6]","[1.5641824093388055, 2.598089873061218, 0.8643509113589872, 1.7555829976434758]"
28,"[10, 8, 7]","[0.9708233388441248, 1.391549490124518, 2.214762152669948]"
29,"[10, 11]","[0.257759286742852, 1.4296291752932038]"
30,"[11, 8]","[0.5726979629264761, 1.1616978620555776]"
31,[10],[0.8323941775746283]
32,[6],[0.14658943725855678]
33,"[10, 9]","[1.91996527432392, 0.7338428001912003]"
34,"[9, 11]","[0.7747389015064328, 0.13105713071871772]"
35,"[11, 6, 10, 7]","[0.9775604187399504, 1.5493310865635257, 0.6455694659759533, 0.74923384526722]"
36,"[6, 10, 9, 11]","[2.4554207033925373, 0.6410898750122318, 0.5858720623121606, 2.3907537608289204]"
37,"[6, 9, 8, 7]","[1.7222872332496588, 0.8834053271155149, 0.33861039033944584, 1.2694220702541439]"
38,"[11, 6]","[2.673267197564061, 2.07183477152548]"
39,[10],[4.091616767890278]
