task_Number,endpoints_location,bandwidth_demand
0,[11],[1.6534613487716765]
1,"[8, 10, 6]","[0.6858646851216954, 2.054014092314569, 1.603666739663192]"
2,"[10, 8]","[0.12575312792674598, 0.860377127510401]"
3,[8],[1.0905487995071936]
4,"[8, 10, 7, 11]","[1.878872857389218, 2.4214405066830884, 2.006970063800585, 2.6564360850326145]"
5,"[8, 7]","[3.3518447748939906, 1.390427447788933]"
6,"[10, 8]","[0.40978874756558015, 1.6839109457981516]"
7,[11],[0.283500112167155]
8,"[9, 7, 8]","[1.6198664698114948, 1.1584499032093825, 1.523337723752943]"
9,"[10, 6, 7]","[4.2218278690704505, 1.5706592496087413, 0.9460605261387826]"
10,"[8, 10]","[0.43159004841647075, 1.3985712774481576]"
11,"[8, 6]","[0.43263976223845013, 1.3180904074793194]"
12,"[6, 10, 8, 9]","[0.7487447832090506, 1.6500428976688473, 0.7093498711636863, 2.466955637123545]"
13,"[6, 11]","[0.7718799189995986, 0.697333045127442]"
14,"[10, 9, 8, 11]","[0.8875440627944382, 0.0403619398207864, 2.192341895071988, 1.3876689364868158]"
15,"[6, 7, 11, 8]","[1.4648027064564495, 1.5042239262614712, 1.1573957520714213, 0.02934905543506361]"
16,"[6, 10]","[0.4640554295017111, 1.373089280825051]"
17,"[9, 11]","[1.1915944398613096, 2.1768679103384736]"
18,"[9, 11, 6]","[1.6957469267183463, 0.5023576055758627, 1.6733741517088232]"
19,[8],[2.055704500441399]
20,"[8, 10]","[2.158237466149095, 1.7393625459005209]"
21,"[11, 10]","[1.0021972639378254, 1.3674478570676047]"
22,[8],[0.10281554965680162]
23,[11],[1.6875853815843171]
24,"[7, 6, 8, 11]","[2.5225393359509622, 0.974913138256117, 1.906427403369719, 1.6264791606174596]"
25,[8],[1.6060706994307714]
26,"[11, 9, 6, 8]","[1.3160982966792143, 0.5757869151053054, 1.6363254759273422, 1.7754184100217154]"
27,[9],[1.0693130919607774]
28,[8],[0.07687715801748496]
29,"[6, 9]","[0.8254046192042582, 0.5930874362514797]"
30,"[11, 7]","[0.8016940587692113, 0.5281015050848131]"
31,"[6, 7, 9, 10]","[0.09690442809897493, 1.8648199796555591, 2.735709402375478, 2.2095650910045697]"
32,[6],[2.498124675372038]
33,"[7, 9, 8, 10]","[0.8539808287593557, 1.8716838022038385, 1.3626972642177886, 0.21272570909194166]"
34,"[6, 7]","[2.260105925336265, 1.1477017421229538]"
35,[11],[0.20553014936267944]
36,"[8, 9, 7, 10]","[1.3363440396568902, 1.4981760428805768, 0.2502113028838656, 0.15226582681563383]"
37,"[8, 10]","[0.7457697319608537, 0.02314119022354011]"
38,[8],[0.7198108776137138]
39,"[11, 6, 10]","[2.883698362268783, 2.5533274902991954, 0.476225928051763]"
