task_Number,endpoints_location,bandwidth_demand
0,"[6, 7]","[1.581730344279615, 0.8656306962326645]"
1,[10],[0.7941035116108385]
2,"[8, 9, 11, 7]","[0.3135513911552614, 0.1511021136676397, 0.8787006548449809, 0.590070574790051]"
3,"[11, 9]","[2.77878860835703, 0.041233935113995535]"
4,"[6, 7]","[3.156510225227779, 0.7525369314137482]"
5,"[10, 11, 8, 7]","[2.808111912941289, 0.9299486457929247, 0.3567524627393306, 0.9488318753495633]"
6,"[9, 6, 11, 8]","[1.8628876767949127, 1.0364047429328895, 0.8537170979820394, 2.5588250336016056]"
7,"[8, 10, 7, 11]","[1.637011574303368, 0.8197360999161649, 0.5714297679590234, 0.9250794639157798]"
8,[7],[3.543668672310399]
9,"[7, 9, 11]","[2.8178522276411884, 0.7339569170301043, 2.545468350408086]"
10,"[10, 9]","[1.8879652163403797, 0.6983315664084777]"
11,"[10, 7, 9]","[0.22112274018256894, 2.453653616133143, 0.22692957928409685]"
12,"[8, 10, 7, 6]","[0.20888456186327609, 0.935391858270745, 2.341662562829751, 2.1747545334185014]"
13,"[8, 9, 7]","[0.7440234217461869, 1.2552074200761938, 2.505911488238471]"
14,"[9, 11]","[2.3172427803890354, 0.9610655219809967]"
15,"[6, 9, 10, 11]","[1.7501166974404596, 1.341103216090767, 2.4227570210926483, 0.6233995082817189]"
16,"[9, 6]","[0.281750070914049, 2.594956005305246]"
17,"[10, 8, 9, 11]","[2.7868818104148274, 0.6917493300490939, 0.5731045988461192, 0.8977171232787216]"
18,"[6, 9, 11, 7]","[1.3883300298863737, 1.2614166987329154, 0.33750321872978106, 0.7796551968246961]"
19,"[6, 8, 10, 7]","[1.8197195196877178, 1.3682227419965725, 2.8562216247775556, 1.742908361543876]"
20,"[8, 10, 11, 6]","[0.48181351733265976, 1.611073675100826, 1.001230003585768, 1.9900094694748738]"
21,[9],[0.6512043986174305]
22,"[11, 7]","[0.34779793634446454, 0.3807462498364922]"
23,"[7, 6, 9, 11]","[1.6773315881180453, 1.5881366328886641, 0.673867781499373, 2.60902998813074]"
24,"[11, 7]","[1.6199529502306758, 0.213848577426614]"
25,[6],[1.5934793085707653]
26,"[8, 9]","[0.7350064535588794, 1.7168451925737833]"
27,"[7, 11]","[0.7684165669029801, 0.16104297616804886]"
28,[10],[2.0105431107155973]
29,[11],[0.4360345573054788]
30,"[6, 11]","[0.7719383961061471, 1.532782895114856]"
31,"[6, 8, 10]","[3.3760601704043, 0.6771129841217292, 2.4146374201561764]"
32,"[7, 11]","[1.870299728013261, 1.149301515878267]"
33,"[10, 7]","[1.21173008805368, 1.0586966978417016]"
34,[11],[0.3291293200083334]
35,[6],[2.7923912733942005]
36,"[10, 11, 7]","[0.2772393959763483, 3.0261295853059447, 1.5802870269628961]"
37,[6],[0.9295951880760995]
38,"[6, 7]","[1.1382869046352098, 1.133111183037163]"
39,"[11, 9, 7, 6]","[2.011270180323697, 1.7139154851328395, 1.879352846371175, 2.480971448927089]"
