task_Number,endpoints_location,bandwidth_demand
0,"[11, 6, 7]","[0.3299701498163615, 1.790620422470289, 0.07464003270027142]"
1,[6],[0.5073468684824494]
2,[10],[0.5481882428641335]
3,"[7, 9]","[1.9815327746431475, 2.241987828080547]"
4,[11],[1.9620032360816846]
5,"[9, 8, 6, 11]","[1.6537197720005659, 0.2610982306718883, 2.121546127999588, 0.040549972877449436]"
6,"[7, 10, 11, 8]","[0.860727430165646, 1.1348233822929907, 2.5122970540948972, 0.24203423820767567]"
7,[9],[0.6890201373673042]
8,"[11, 9, 8, 6]","[2.0908657436625266, 2.745466410638215, 1.2070953901165, 1.7801627492921988]"
9,[10],[2.27310434547599]
10,"[10, 9, 11, 6]","[1.1967587369797774, 2.100769445828008, 1.8943210401975246, 1.0609457467323546]"
11,"[9, 6, 11]","[2.0683377258144082, 1.939774804860716, 0.5552958109216846]"
12,"[11, 10, 7, 6]","[0.6522813077646559, 1.2001602457651255, 1.2528678292744255, 1.0434212321519667]"
13,"[7, 9]","[1.0899634169245658, 1.7413789437174698]"
14,[11],[0.3587538756737615]
15,[10],[2.607188180557899]
16,"[6, 10, 9, 8]","[0.701999611639074, 2.280663864415442, 0.041876758637309, 0.6438693950308553]"
17,"[7, 8, 11]","[1.1104401926481438, 1.1249140674540266, 0.1832373257515958]"
18,"[10, 7, 9]","[0.27527718053239103, 1.7084583407380545, 1.9914647533053405]"
19,[6],[0.1992003839453873]
20,"[8, 9, 7]","[1.9482815298134755, 0.36949700925259465, 1.825235355184463]"
21,[7],[0.12043770265438014]
22,"[7, 9, 10]","[0.5520819105035386, 0.5697554130231526, 1.9612814901245816]"
23,"[8, 9, 10, 11]","[1.172472062186965, 1.4602411368346107, 1.2866436401086467, 0.19855567306072164]"
24,"[8, 10, 9, 11]","[2.2172845807550337, 0.6908700498180652, 2.046793866499974, 1.6890079816217751]"
25,"[11, 8, 9, 10]","[2.0644183304197368, 0.5893584072823568, 1.967215638888552, 1.1187207278180218]"
26,"[8, 11]","[0.1709591647276799, 1.0818323157312033]"
27,"[8, 9, 7]","[3.1302659997373716, 2.0771968071477174, 0.7257476290524499]"
28,"[8, 10, 9]","[1.613590192729243, 0.5433504037868551, 1.497631365922331]"
29,"[8, 7, 10]","[0.461210376437994, 1.055278656112883, 2.058411221962402]"
30,"[9, 6, 8]","[0.8473768006612321, 1.0332843489669061, 1.0174187862678161]"
31,"[7, 9, 6]","[1.5410397026364708, 0.31875407575382186, 0.49942347193930126]"
32,"[7, 8, 11, 6]","[1.0538253243082487, 0.16996210264805278, 0.1648450332743473, 1.6383960833185078]"
33,"[10, 8, 11]","[1.7814109278038357, 0.5308113728381982, 1.1009197987930546]"
34,"[11, 6, 10, 7]","[0.3263925846495024, 1.5182447737682572, 0.8688587437576649, 2.0655333748484024]"
35,"[11, 7, 10, 9]","[1.5963354868291872, 1.8849877378952413, 1.8112040266179565, 1.2509737699130712]"
36,[8],[1.2716898139028283]
37,[7],[0.2970258800378167]
38,"[10, 8]","[1.5657902215992818, 0.3478240975840562]"
39,"[8, 11]","[0.028487750502169784, 1.3527639108941842]"
