task_Number,endpoints_location,bandwidth_demand
0,[7],[0.4365979116796862]
1,"[7, 10]","[0.9139547219451927, 1.6405150163177402]"
2,[7],[2.062485698551078]
3,"[7, 10]","[0.11643994650116585, 1.9148691265684465]"
4,"[10, 9, 7, 8]","[2.5816992176751645, 2.006040751906119, 3.1435659287733513, 1.3515668539932433]"
5,"[11, 9, 6]","[0.29826782016707254, 0.5736221629665845, 1.2330400941185924]"
6,"[6, 9, 8]","[2.633990219836453, 2.729094165670375, 2.1832319335558115]"
7,"[8, 11, 7]","[2.8700218989699735, 1.4424760930429605, 0.5030711172252178]"
8,"[9, 10, 8]","[0.13815266160759287, 1.6434038201265717, 0.6168627173762056]"
9,"[9, 6, 10]","[0.7523647393651953, 0.938551154190086, 1.885806700386192]"
10,"[7, 8]","[0.13245349406588236, 3.3937393681967962]"
11,"[11, 7]","[0.34150000089370103, 0.8720289785630037]"
12,"[7, 9]","[1.2260921980172022, 0.905196361505441]"
13,"[9, 10]","[1.1914612098663186, 0.399383008482451]"
14,[6],[0.3158315868827488]
15,"[9, 8, 10, 7]","[0.34366059128458837, 1.4875784367248406, 1.2155679530083026, 1.306154838005046]"
16,[7],[1.5310233511301587]
17,"[11, 9, 10]","[0.8454203777984526, 0.9607622872169957, 2.067913763680381]"
18,"[6, 10, 11, 8]","[1.358206852031718, 0.9402309568414665, 1.0418152737254005, 1.2347864317665864]"
19,"[7, 6, 10, 9]","[2.8414418502467504, 1.2508963531812387, 1.6796653718677699, 0.79834652129815]"
20,"[9, 11, 10]","[0.11518952870483912, 1.208345791120729, 0.8187791328962672]"
21,"[6, 7]","[2.4955472451655343, 1.0882141427414043]"
22,[9],[0.16946731364168444]
23,"[8, 10]","[0.7294648662701516, 0.2128551025917791]"
24,"[6, 11, 7, 10]","[3.1152645296557635, 0.7498798953166856, 2.3948284446757517, 0.3781146388856942]"
25,"[10, 11, 6]","[1.3365314187528694, 1.5485265859933977, 0.42235812515347226]"
26,[7],[2.8294971993807057]
27,"[10, 6]","[0.5348958255300598, 1.6171297052842635]"
28,[7],[1.3112257901174977]
29,[7],[1.0966060655333543]
30,[7],[0.24273085050348064]
31,[9],[0.36823864301488274]
32,[10],[0.7661639481755306]
33,"[7, 6, 11]","[1.6486271976334042, 1.5966964865124724, 2.039227699157978]"
34,"[6, 10]","[1.2361694811768273, 0.4635511299775321]"
35,"[10, 8, 11, 9]","[1.6825879478626327, 1.0569189198626716, 0.5540977519319537, 0.5788590030472429]"
36,"[7, 11, 9, 6]","[1.4926892108580443, 0.4404890714591212, 0.3997298565604297, 1.0532057470042875]"
37,"[7, 8]","[0.8963792330210268, 0.05904170249623697]"
38,"[11, 10, 6]","[2.194914278441798, 0.7446213200131802, 0.2800787474941949]"
39,"[9, 8, 6]","[1.3164147079788098, 0.38966689846396585, 1.6915826545487196]"
