task_Number,endpoints_location,bandwidth_demand
0,"[10, 8, 6]","[0.5138406280522685, 0.09229858382983891, 0.48269866117807403]"
1,"[11, 6, 8, 9]","[0.4844167794062655, 1.2242611259934744, 0.8701276940852264, 1.8546961238239097]"
2,"[8, 11, 7, 6]","[1.2197573330876845, 0.4246021369757391, 2.0384695723169033, 1.7573140402090082]"
3,"[9, 10, 11]","[0.6116837107718941, 2.834848776968909, 2.0269942122183635]"
4,"[7, 6, 8]","[0.19723540736115364, 1.4911180372729413, 2.3187266814740584]"
5,"[7, 6, 9, 11]","[1.7125653952348299, 0.9501648064919698, 0.825736099313222, 0.9038265238343078]"
6,"[11, 10, 7, 9]","[0.8186031001861989, 0.5868550127313088, 1.3610088962706939, 1.8397111289454162]"
7,"[6, 10]","[1.9209550376489286, 2.0646686722786063]"
8,[7],[1.9594782560789348]
9,"[10, 6, 8]","[2.708531532435095, 0.8580585863111918, 0.6214652159865277]"
10,"[6, 8, 10, 7]","[0.10048066794246113, 1.148198155599755, 1.2219547144780685, 1.145793850627425]"
11,"[6, 11, 9]","[3.6122094602402512, 1.8171049634301117, 1.8940984670033467]"
12,"[9, 7, 10, 11]","[0.47572364464510786, 0.6728776804945668, 1.870397340840344, 1.7024179094316445]"
13,[6],[2.3427809696309465]
14,[9],[0.8156892938455725]
15,[9],[1.848664472197446]
16,"[9, 8, 11, 10]","[2.1622908882119867, 1.019863337320274, 1.185739086000865, 0.3822007205447445]"
17,[10],[0.4894895299344113]
18,[10],[0.5182821238440232]
19,"[11, 6]","[1.0702763419997605, 1.3366561505638432]"
20,"[10, 9]","[1.6594648675006392, 1.1710628233872498]"
21,"[9, 11, 7]","[2.7809786912892425, 1.299394467023649, 2.3699930547759096]"
22,"[9, 8]","[1.1950559078107776, 0.1184363759726943]"
23,"[7, 10, 9]","[0.21297340282705024, 0.2842360974674908, 1.3317905642568215]"
24,"[9, 8, 11]","[0.45541904074325457, 0.17383645308823203, 0.7259133655426685]"
25,"[9, 8, 6, 11]","[0.5455017088729165, 1.3130042033895113, 2.1195240865715252, 1.8883592979168489]"
26,"[10, 7, 8, 6]","[1.1626908329592505, 1.643403337250177, 0.31687678769987815, 0.716043166755429]"
27,"[6, 11, 7]","[2.463148121932094, 1.1616621592991168, 1.7398101467807]"
28,"[6, 11]","[1.822944072605869, 0.9811405225881371]"
29,"[11, 6, 7]","[2.058982848444823, 1.8690150739432168, 1.243543540683469]"
30,"[7, 8, 11]","[1.3200179769198495, 1.8279821275153618, 1.283242365633828]"
31,"[9, 7]","[0.047802563072637305, 0.33295484143262133]"
32,"[11, 8, 10, 7]","[1.3838136855140792, 0.7190957619893338, 0.4213891144084043, 1.4962672154478636]"
33,[6],[1.1409748456138349]
34,[9],[1.0359885166623233]
35,"[11, 10]","[1.48005498252548, 0.7022582164693854]"
36,"[9, 6, 7]","[2.210802582210992, 1.0345967548012582, 0.12156085555719931]"
37,"[6, 10]","[0.49858071126092773, 1.2287334842938413]"
38,"[6, 11, 9]","[1.1106547310036232, 3.5027355020202435, 3.7161932783931735]"
39,"[8, 6, 10]","[2.4851705052170443, 0.7876304249993662, 1.9365788280974408]"
