task_Number,endpoints_location,bandwidth_demand
0,"[7, 11]","[2.4435343696659437, 2.083890439440257]"
1,[10],[3.0542190717167745]
2,"[8, 9]","[1.363383407583517, 0.9945804773278205]"
3,"[10, 9]","[1.9676816097083067, 0.8592539079127974]"
4,[11],[0.46968496804780446]
5,"[11, 10, 8]","[1.441365909313403, 0.8791227346491006, 1.0385597981453603]"
6,"[10, 8, 9, 7]","[1.1520541740813073, 2.0544528279371956, 0.9700328887772671, 1.1681692657449874]"
7,"[9, 6, 10, 11]","[2.012657955365075, 2.145931757099892, 0.6455922806494875, 2.039932225409382]"
8,"[10, 8, 6, 7]","[1.6261929299736568, 0.45409068272116504, 1.801742380464718, 0.42439449850905053]"
9,"[11, 7, 8, 9]","[0.566749215509329, 1.6926844671538905, 2.563965175280758, 2.3304174783155824]"
10,"[8, 11, 9, 10]","[2.521752064922431, 1.2578714240138065, 0.12803367220685535, 0.41179140146020654]"
11,"[7, 6]","[1.9648020814110216, 0.6819509349292133]"
12,[9],[0.8489514307938313]
13,[7],[0.7591363903106576]
14,"[9, 6]","[1.1517574314446406, 2.188579547589498]"
15,"[6, 11, 10]","[0.8951468999830556, 0.40334013142386504, 1.386482139104539]"
16,[7],[1.098576107873511]
17,"[10, 9]","[0.1722414084398931, 0.6576776222539815]"
18,"[6, 9, 10]","[2.639842306769055, 0.46807917339783667, 1.1676035319042923]"
19,[7],[0.8856748218337878]
20,"[8, 6, 9]","[0.14444304564941635, 0.10231674733092133, 1.6308760289184483]"
21,[10],[0.4028776027778994]
22,"[7, 10, 8, 11]","[0.7883408759623549, 0.4893731018754006, 1.950588189531317, 0.4614039228007506]"
23,"[9, 6, 11, 8]","[0.7533901590130906, 0.000668819384952779, 1.0085918923497887, 1.6113285410145042]"
24,"[6, 9]","[1.9204860698899457, 1.5357989604356104]"
25,"[10, 6]","[1.4234243023184368, 0.45860271171288736]"
26,"[9, 10, 6]","[1.4851477487786713, 0.22530284619784846, 1.6806861782134068]"
27,[10],[0.6895011107139586]
28,"[8, 10, 9, 11]","[0.773640032924231, 0.9797441127151378, 1.1810604050054334, 1.1900506360080758]"
29,[6],[1.8503896928440513]
30,"[8, 9]","[0.7780350046271041, 1.3019308294680123]"
31,"[10, 6, 9]","[0.6757127721639825, 1.320872914716894, 1.658933481100704]"
32,"[10, 8, 7]","[0.6817112665614442, 1.6277864712217869, 1.9736324476709792]"
33,"[11, 9, 10]","[1.005396844242099, 3.440816183026879, 2.2283390248591997]"
34,"[7, 10]","[1.578823958606461, 1.2653740034843697]"
35,"[6, 8, 9, 7]","[1.9869418682968247, 2.2467627187734953, 0.1818657159530418, 1.0641748749600775]"
36,"[10, 11, 9]","[1.342688990187976, 1.0731422681286709, 1.6830635500511542]"
37,"[7, 10]","[1.0692715777074617, 0.1466579348923278]"
38,[8],[1.0696851068421542]
39,"[11, 8]","[1.152303604138557, 1.127107488199792]"
