,arrive_time,finish_time,start_time,usage_time
0,0.23423070139407587,11,2,1
1,0.23460605512750532,8,2,1
2,0.5892673848132324,11,1,3
3,1.0497848844333957,9,3,2
4,1.126333956140556,9,2,3
5,1.2320216800466477,11,3,3
6,1.4792062434808473,9,3,2
7,1.6710274876259634,10,2,1
8,1.8570674210061677,11,3,2
9,2.072798909245198,11,4,3
10,2.1279722097514755,11,3,3
11,2.141174098138378,11,4,2
12,2.282983569999665,10,4,2
13,2.366836423523827,11,3,3
14,2.6513235345708432,8,3,1
15,2.769612245093854,10,3,3
16,2.984745755400832,11,4,3
17,3.2845835701034645,9,4,1
18,4.0543952282857365,11,5,2
19,4.180542497562366,11,5,3
20,4.293584569274978,11,6,2
21,4.413042664922788,11,5,3
22,4.858254853534322,11,5,2
23,5.230226681118316,11,7,1
24,6.005457719326383,11,7,2
25,6.072669163004212,11,7,1
26,6.411657378033125,11,7,3
27,6.51420117885684,11,7,3
28,6.579062373590733,11,7,3
29,6.6885387283378614,11,8,2
30,7.013925324106031,11,9,1
31,7.5959507013364425,11,8,1
32,7.7098405485997015,11,8,1
33,7.721373073244319,11,8,3
34,8.074933620503765,11,10,1
35,8.202686531195772,11,10,1
36,9.307288843516101,11,10,1
37,9.313145448317623,11,11,1
38,9.350509130949497,11,10,2
39,9.959045380032602,11,10,2
