,valuation coefficient
0,21.957467933241887
1,187.07474368154544
2,13.138573393789619
3,182.583160591364
4,195.5766811593511
5,19.649109951416577
6,29.879069661151664
7,11.126055311750992
8,9.499245211452054
9,19.10980885291862
10,23.29296658521315
11,18.534062653772065
12,22.56968122151586
13,22.704823683150636
14,15.419457749349046
15,23.49833962819825
16,12.879766675729908
17,17.055688724387334
18,24.404611354744976
19,25.28993051389525
20,15.815786460491747
21,24.89167983159393
22,18.303242629261597
23,20.331931998312843
24,14.7946954342337
25,9.861070938014318
26,27.72937280688173
27,195.05450320789643
28,9.499138516918755
29,17.780228469406797
30,18.223928823676324
31,27.071067578884016
32,20.253770950303792
33,26.794619010003707
34,17.770481737271776
35,19.86142146165242
36,29.898261468242932
37,11.844511092202755
38,28.071633098963094
39,29.359203085496492
