task_Number,endpoints_location,bandwidth_demand
0,"[11, 7]","[0.6990337394418891, 1.374111997605791]"
1,"[10, 11, 7]","[0.9701750269974083, 0.5865848824914128, 1.1618343803590416]"
2,"[8, 11, 7, 10]","[1.2496712497902414, 0.4670300463473507, 0.9976862525034248, 1.3063734514162577]"
3,"[9, 6]","[1.00273815573088, 0.8573838376922801]"
4,"[11, 10]","[0.8648202092632304, 1.450454069462546]"
5,[9],[2.434009541953537]
6,"[7, 6, 9]","[0.4719778412861906, 1.5888936289823836, 0.8366858586059572]"
7,"[9, 8, 11]","[0.6472502982696458, 0.975644488524333, 2.2018193700523323]"
8,"[10, 7]","[0.8464537555394073, 0.08544399015669335]"
9,[7],[1.3306455843331102]
10,[8],[0.11932626920227463]
11,"[7, 9, 6]","[1.2931006186170975, 0.5232671204423386, 2.278850398037695]"
12,"[8, 7, 9]","[0.7713407536157534, 0.10561171437194428, 1.1961268695349316]"
13,[10],[0.5181612870115193]
14,"[9, 7, 8]","[2.5490598842718066, 0.1880910796917017, 0.2578348699963313]"
15,"[6, 9, 11]","[0.23403931752576868, 2.4236323319668074, 2.214834527984009]"
16,[7],[1.248707784974951]
17,"[8, 9]","[0.5822290129747227, 1.1901855772250232]"
18,"[8, 11, 6]","[1.597191666515256, 1.360687878859941, 0.548424660820904]"
19,"[10, 7, 6, 8]","[1.6061723997429551, 0.0983238027336778, 0.13611220048063088, 2.0037474468346366]"
20,"[8, 9]","[0.6545653469805182, 1.817493878872822]"
21,"[10, 6, 7]","[0.7048945436169379, 0.6183902216090821, 1.1778545220075562]"
22,[7],[1.963674141043872]
23,"[11, 7, 6]","[0.7631031888594713, 1.2867097884158523, 0.8946804990592234]"
24,"[7, 9, 11]","[0.241906629209224, 0.5396039771453255, 1.2972710293480283]"
25,[9],[3.133504475323371]
26,[10],[2.6262941073538553]
27,"[10, 6, 11, 9]","[1.6014838275815868, 0.9891906718830862, 0.6681609171384639, 1.6358007608400347]"
28,"[7, 11, 10]","[0.24354202017342408, 1.7182190418891141, 1.20489133137169]"
29,"[11, 7, 6, 10]","[0.26854776544062564, 1.1487356489654879, 1.1088900131291646, 2.5438407364154383]"
30,"[9, 11, 6]","[1.043046164178773, 1.704865219452962, 0.20319929968656014]"
31,"[8, 10, 9, 7]","[1.6816566256915215, 0.2616943000948825, 0.5628739216345694, 1.925489419195081]"
32,"[8, 11, 10]","[2.1367399034282926, 0.655703045447223, 1.2573172948932971]"
33,"[11, 9]","[0.42775841263558123, 0.28187341535039034]"
34,"[9, 11, 10, 6]","[1.7547277855516001, 1.5661730164293655, 0.6303578109834524, 1.4551156977640738]"
35,"[8, 9, 10]","[2.4148696624007497, 1.665940404838362, 1.464837917030511]"
36,"[10, 7]","[0.7256039949160142, 0.6721519186497584]"
37,[11],[0.8965507516814066]
38,"[9, 7]","[1.4928357942000396, 2.1197532432181108]"
39,"[11, 9, 10]","[2.103407275608501, 1.7449434671186261, 0.051137177975593806]"
