,valuation coefficient
0,28.088321797714496
1,21.577115942078496
2,10.22830942395362
3,27.157924245242228
4,23.22159915861323
5,10.968165357233527
6,21.955164430258588
7,184.08407076980947
8,20.924856816823336
9,25.15520463500039
10,9.621664032828306
11,27.15568304302076
12,12.68674949731977
13,27.023974299385497
14,12.699164859505537
15,16.194485573709212
16,11.120833423268252
17,10.242305398503792
18,29.690232503826856
19,28.970886926196346
20,182.43571022941788
21,11.651990154378923
22,14.838465031145109
23,21.60025932960528
24,23.079034674992275
25,27.38064603511472
26,23.134539855060417
27,19.104682092123582
28,10.726395417339411
29,26.32240594082312
30,21.3235492357418
31,9.022407715042807
32,184.93154554920207
33,9.765358766406997
34,20.17663370391207
35,28.488310050330433
36,13.65263794569876
37,27.19943038084419
38,11.361831616149232
39,183.66209569370352
